ID	Line	Book	Chapter	Verse	WordNum	Word	NoDiaWord	VarWord	Strong	RMAC	Lemma	VarianceForm	VarianceType	ImpactCode	ErrorCode	VarCode	Description	Preserved	Corrected	Error	Variance	Context	Inflection	Resolved
	154	Mat 	6	16	16	φῶσι	φανωσιν	φανωσι	G5316	V-2APS-3P	φαίνω	PC	V	I	None	PC-V-I-e	None	1	1	0	1	0	1	1
	154	Mat 	6	16	24	ἀπέχουσι	απεχουσιν	απεχουσι	G568	V-PAI-3P	ἀπέχω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	157	Mat 	6	19	16	διορίσι	διορισσουσιν	διορυσσουσιν	G1358	V-PAI-3P	διορύσσω	PC	V		Spelling-X	PC-V--X	TR uses διορυσσουσιν	1	1	0	1	0	0	1
	157	Mat 	6	19	18	κλέπουσι	κλεπτουσιν	κλεπτουσιν	G2813	V-PAI-3P	κλέπτω							0	0	0	0	0	0	1
	161	Mat 	6	23	12	σκοτινὸ	σκοτινον	σκοτενον	G4655	N-DSN	σκότος	PC	V		Spelling-X	PC-V--X	TR uses σκοτεινὸν	1	1	0	1	0	0	1
	161	Mat 	6	23	22		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	162	Mat 	6	24	27	μαμωανᾷ	μαμωανα	μαμμωνα	G3126	N-DSN	μαμμωνᾶς	P	V		Spelling-X	P-V--X	TR uses μαμμωνα	1	0	0	1	0	0	1
	163	Mat 	6	25	2		δε	δε	G1161	CONJ	δέ							0	0	0	0	0	0	1
	163	Mat 	6	25	26		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	164	Mat 	6	26	24	ὀυχ̓ἡμς	ουχ̓ημεις	ουχ	G3756	PRT-N	οὐ	PC			Spacing-Y	PC---Y	end of line spacing	1	1	0	0	0	0	1
	165	Mat 	6	27	7	οα	προσθηνααι	προσθειναι	G4369	V-2AAN	προστίθημι	P	V		Spelling-X	P-V--X	None	1	0	0	1	0	0	1
	168	Mat 	6	30	17	ἁμένυσι	αμφιενυσιν	αμφιεννυσιν	G294	V-PAI-3S	ἀμφιέννυμι	PC	V		Spelling-X	PC-V--X	TR uses αμφιεννυσιν	1	1	0	1	0	0	1
	170	Mat 	6	32	7	ιδε	οιδεν	οιδεν	G1492	V-RAI-3S	εἴδω							0	0	0	0	0	0	1
	174	Mat 	7	2	13	μειθήσε	μετριθησεται	αντιμετρηθησεται	G488	V-FPI-3S	ἀντιμετρέω	PC	V		Spelling-X	PC-V--X	TR uses ἀντιμετρηθήσεται	1	1	0	1	0	0	1
	176	Mat 	7	4	6	σο	σον	σον	G4674	S-2ASN	σός							0	0	0	0	0	0	1
	176	Mat 	7	4	14	σο	σον	σον	G4674	S-2ASN	σός							0	0	0	0	0	0	1
	177	Mat 	7	5	2	ἔκϐαο	εκβαλλο	εκβαλε	G1544	V-2AAM-2S	ἐκβάλλω	PC	V	CI	Spelling-X	PC-V-CI-X	TR uses εκβαλε	1	1	0	1	1	1	1
	177	Mat 	7	5	13	ἐκαν	εκαλλειν	εκβαλειν	G1544	V-2AAN	ἐκβάλλω	PC	V		Spelling-X	PC-V--X	εκβαλειν	1	1	0	1	0	0	1
	178	Mat 	7	6	6	κυσι	κυσιν	κυσιν	G2965	N-DPM	κύων	P			None	P---e	None	1	0	0	0	0	0	1
	178	Mat 	7	6	8	βάλλε	βαλλετε	βαλητε	G906	V-2AAS-2P	βάλλω	PC	V		Spelling-X	PC-V--X	TR uses βαλητε	1	1	0	1	0	0	1
	184	Mat 	7	12	11	ὅυτως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
	185	Mat 	7	13	24	δʼι	δ'ι	δι	G1223	PREP	διά	C	E		Diacritic-D	C-E--D	None	0	1	1	0	0	0	1
	187	Mat 	7	15	11	δύμασι	ενδυμασιν	ενδυμασι	G1742	N-DPN	ἔνδυμα	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	187	Mat 	7	15	15	ἐισι	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
	189	Mat 	7	17	1	ὅυτως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
	190	Mat 	7	18	11	καρ	καρ	καρπους	G2590	N-APM	καρπός	P	E		Spacing-Y	P-E--Y	None	1	0	1	0	0	0	1
	190	Mat 	7	18	12	ποὺς	πους	πους	G4228	N-NSM	πούς							0	0	0	0	0	0	1
	193	Mat 	7	21	14	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
	194	Mat 	7	22	2	ἐρσι	ερουσιν	ερουσιν	G2046	V-FAI-3P	ἐρέω							0	0	0	0	0	0	1
	194	Mat 	7	22	5	ἐκεί	εκει	εκει	G1563	ADV	ἐκεῖ							0	0	0	0	0	0	1
	194	Mat 	7	22	6	μῃ	μη	μη	G3361	PRT-N	μή							0	0	0	0	0	0	1
	195	Mat 	7	23	10	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	196	Mat 	7	24	3	ὅς	ος	ος	G3739	R-NSM	ὅς							0	0	0	0	0	0	1
	196	Mat 	7	24	4	τις	τις	τις	G5101	I-NSM	τίς							0	0	0	0	0	0	1
	196	Mat 	7	24	18	ᾠκοδόμησεν	ωκοδομησεν	ωκοδομησεν	G3618	V-AAI-3S	οἰκοδομέω							0	0	0	0	0	0	1
	197	Mat 	7	25	14	οσέπεσα	προσεπεσαν	προσεπεσον	G4363	V-2AAI-3P	προσπίπτω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	197	Mat 	7	25	20	ἔπεσε	επεσεν	επεσεν	G4098	V-2AAI-3S	πίπτω							0	0	0	0	0	0	1
	198	Mat 	7	26	13	ὁμιωθήσε	ομιωθησεται	ομοιωθησεται	G3666	V-FPI-3S	ὁμοιόω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	198	Mat 	7	26	16	ὅς	ος	ος	G3739	R-NSM	ὅς							0	0	0	0	0	0	1
	198	Mat 	7	26	17	ις	τις	τις	G5101	I-NSM	τίς							0	0	0	0	0	0	1
	198	Mat 	7	26	18	ᾠκοδόμησε	ωκοδομησεν	ωκοδομησεν	G3618	V-AAI-3S	οἰκοδομέω							0	0	0	0	0	0	1
	199	Mat 	7	27	21	ἔεσε	επεσεν	επεσεν	G4098	V-2AAI-3S	πίπτω							0	0	0	0	0	0	1
	200	Mat 	7	28	4	ἐτέλεσε	ετελεσεν	ετελεσεν	G5055	V-AAI-3S	τελέω							0	0	0	0	0	0	1
	201	Mat 	7	29	9	ὀυχ͗	ουχ'	ουχ	G3756	PRT-N	οὐ	PC	V	I	Punctuation-P	PC-V-I-P	None	1	1	0	1	0	1	1
	202	Mat 	8	1	1	Καταβά	καταβαν	καταβαν	G2597	V-2AAP-ASN	καταβαίνω							0	0	0	0	0	0	1
	202	Mat 	8	1	2	τι	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
	204	Mat 	8	3	14	ἐκαθερίη	εκαθερισθη	εκαθαρισθη	G2511	V-API-3S	καθαρίζω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	205	Mat 	8	4	9	ἀλλὰ	αλλα	αλλα	G235	CONJ	ἀλλά							0	0	0	0	0	0	1
	205	Mat 	8	4	20	οσέταξεν	προσεταξεν	προσεταξεν	G4367	V-AAI-3S	προστάσσω							0	0	0	0	0	0	1
	210	Mat 	8	9	9	ὑπ͗	υπ'	υπ	G5259	PREP	ὑπό	P	V	C	Diacritic-D	P-V-C-D	None	1	0	0	1	1	0	1
	211	Mat 	8	10	4	ΙΗΣΟΣ	ιησος	ιησους	G2424	N-NSM	Ἰησοῦς	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	211	Mat 	8	10	5	ἐθαύμασεν	εθαυμασεν	εθαυμασεν	G2296	V-AAI-3S	θαυμάζω							0	0	0	0	0	0	1
	211	Mat 	8	10	7	ιε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
	211	Mat 	8	10	13	ὁυ	ου	ου	G3739	R-GSM	ὅς							0	0	0	0	0	0	1
	211	Mat 	8	10	18		το	το	G3588	T-NSN	ὁ							0	0	0	0	0	0	1
	211	Mat 	8	10	19	άυην	αυτην	αυτην	G846	P-ASF	αὐτός							0	0	0	0	0	0	1
	212	Mat 	8	11	10	ἥξσιν	ηξουσιν	ηξουσιν	G2240	V-FAI-3P	ἥκω							0	0	0	0	0	0	1
	213	Mat 	8	12	9	σκότ	σκοτ	σκοτος	G4655	N-NSN	σκότος	PC	V	I	Punctuation-P	PC-V-I-P	None	1	1	0	1	0	1	1
	213	Mat 	8	12	10	̊	̊	σκοτος	G4655	N-NSN	σκότος	PC	V		Punctuation-P	PC-V--P	σκότ ̊	1	1	0	1	0	0	1
	213	Mat 	8	12	16	κλαυθμ	κλαυθμ	κλαυθμος	G2805	N-NSM	κλαυθμός	PC	V	I	Punctuation-P	PC-V-I-P	κλαυθμ ̊̀	1	1	0	1	0	1	1
	213	Mat 	8	12	17	̊̀	̊̀	κλαυθμος	G2805	N-NSM	κλαυθμός	PC	V	I	Punctuation-P	PC-V-I-P	κλαυθμ ̊̀	1	1	0	1	0	1	1
	214	Mat 	8	13	6	ἑκανάρχῃ	εκατονταρχη	εκατονταρχη	G1543	N-DSM	ἑκατοντάρχης							0	0	0	0	0	0	1
	215	Mat 	8	14	9	ιδε	ειδεν	ειδεν	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
	215	Mat 	8	14	13	βεϐλημμένην	βεβλημμενην	βεβλημενην	G906	V-RPP-ASF	βάλλω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	217	Mat 	8	16	4	οσήνεγκε	προσηνεγκεν	προσηνεγκεν	G4374	V-AAI-3S	προσφέρω							0	0	0	0	0	0	1
	217	Mat 	8	16	9	έβαλε	εξεβαλεν	εξεβαλεν	G1544	V-2AAI-3S	ἐκβάλλω							0	0	0	0	0	0	1
	218	Mat 	8	17	13	ἀεΐασ	ασθενιας	ασθενειας	G769	N-APF	ἀσθένεια	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	221	Mat 	8	20	9	ἔχουσι	εχουσιν	εχουσιν	G2192	V-PAI-3P	ἔχω							0	0	0	0	0	0	1
	225	Mat 	8	24	18	ἐκάϑευδε	εκαθευδεν	εκαθευδε	G2518	V-IAI-3S	καθεύδω	PC	V		None	PC-V--e	None	1	1	0	1	0	0	1
	226	Mat 	8	25	11	ἀολύμεθα	απολυμεθα	απολλυμεθα	G622	V-PMI-1P	ἀπόλλυμι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	227	Mat 	8	26	10	ἐπείμησε	επετιμησεν	επετιμησεν	G2008	V-AAI-3S	ἐπιτιμάω							0	0	0	0	0	0	1
	231	Mat 	8	30	4	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	233	Mat 	8	32	16	ὤρμησεν	ωρμησεν	ωρμησεν	G3729	V-AAI-3S	ὁρμάω							0	0	0	0	0	0	1
	233	Mat 	8	32	24	κριμν	κριμνου	κρημνου	G2911	N-GSM	κρημνός	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	236	Mat 	9	1	3	ὁ	ο	ο	G3588	T-NSM	ὁ							0	0	0	0	0	0	1
	236	Mat 	9	1	4	ΙΗΣΟΥΣ	ιησους	ιησους	G2424	N-NSM	Ἰησοῦς							0	0	0	0	0	0	1
	236	Mat 	9	1	8	διεπέρασε	διεπερασεν	διεπερασε	G1276	V-AAI-3S	διαπεράω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	237	Mat 	9	2	16	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
	239	Mat 	9	4	9	ἵνα	ινα	ινα	G2443	CONJ	ἵνα							0	0	0	0	0	0	1
	239	Mat 	9	4	10	ί	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
	240	Mat 	9	5	4	ἐυκολώτερον	ευκολωτερον	ευκοπωτερον	G2123	A-NSN-C	εὐκοπώτερος	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	240	Mat 	9	5	12	ἔγειρε	εγειρε	εγειραι	G1453	V-AAN	ἐγείρω	PC	V	CI	Spelling-X	PC-V-CI-X	None	1	1	0	1	1	1	1
	243	Mat 	9	8	5	ἐθάυμασε	εθαυμασεν	εθαυμασεν	G2296	V-AAI-3S	θαυμάζω							0	0	0	0	0	0	1
	246	Mat 	9	11	17	διδάσκαλ̊	διδασκαλ̊	διδασκαλος	G1320	N-NSM	διδάσκαλος	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	247	Mat 	9	12	13	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
	248	Mat 	9	13	6	ἔλεοσ	ελεος	ελεος	G1656	N-NSM	ἔλεος							0	0	0	0	0	0	1
	248	Mat 	9	13	16	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
	249	Mat 	9	14	8	δια	δια	δια	G1223	PREP	διά							0	0	0	0	0	0	1
	249	Mat 	9	14	9	τΐ	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
	249	Mat 	9	14	21	νηέυουσι	νηστευουσιν	νηστευουσιν	G3522	V-PAI-3P	νηστεύω							0	0	0	0	0	0	1
	250	Mat 	9	15	13	ἐφʼὅσο	εφ'οσον	εφ	G1909	PREP	ἐπί	C	E	C	Spacing-Y	C-E-C-Y	None	0	1	1	0	1	0	1
	250	Mat 	9	15	15	μεʼ	μετ'	μετ	None	None	None				None	None	None	0	0	0	0	0	0	1
	250	Mat 	9	15	23	ὅτʼἃ	οτ'αν	οταν	G3752	CONJ	ὅταν	C	E		Diacritic-D	C-E--D	None	0	1	1	0	0	0	1
	250	Mat 	9	15	25	ἀπʼ	απ'	απ	G575	PREP	ἀπό	C	E		Diacritic-D	C-E--D	None	0	1	1	0	0	0	1
	253	Mat 	9	18	23	ἐϖ̓ἀυ	επ̓αυτην	επ	G1909	PREP	ἐπί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
	255	Mat 	9	20	11	κρααίδ	κρασπαιδου	κρασπεδου	G2899	N-GSN	κράσπεδον	PC	V	CI	Spelling-X	PC-V-CI-X	None	1	1	0	1	1	1	1
	256	Mat 	9	21	1	ἔλεγε	ελεγεν	ελεγεν	G3004	V-IAI-3S	λέγω							0	0	0	0	0	0	1
	256	Mat 	9	21	9	ἷματίσυ	ιματισυ	ιματιου	G2440	N-GSN	ἱμάτιον	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
	257	Mat 	9	22	8	ιε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
	257	Mat 	9	22	14	σέσωκέ	σεσωκεν	σεσωκεν	G4982	V-RAI-3S	σώζω	PC	V		None	PC-V--e	None	1	1	0	1	0	0	1
	259	Mat 	9	24	6	ἀπέθανε	απεθανεν	απεθανεν	G599	V-2AAI-3S	ἀποθνήσκω							0	0	0	0	0	0	1
	260	Mat 	9	25	7	ἐκράτησε	εκρατησεν	εκρατησε	G2902	V-AAI-3S	κρατέω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	265	Mat 	9	30	3	ἀυ	αυτου	αυτου	G846	P-GSM	αὐτός							0	0	0	0	0	0	1
	266	Mat 	9	31	4	διεφήμησα	διεφημησαν	διεφημισαν	G1310	V-AAI-3P	διαφημίζω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	267	Mat 	9	32	5	οσήνεγκε	προσηνεγκεν	προσηνεγκεν	G4374	V-AAI-3S	προσφέρω							0	0	0	0	0	0	1
	270	Mat 	9	35	23	ϑεραπένω	θεραπενων	θεραπευων	G2323	V-PAP-NSM	θεραπεύω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	271	Mat 	9	36	5	ἐλαγχήη	εσπλαγχνησθη	εσπλαγχνισθη	G4697	V-AOI-3S	σπλαγχνίζομαι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	273	Mat 	9	38	8	κ	εκ	εκ	G1537	PREP	ἐκ							0	0	0	0	0	0	1
	273	Mat 	9	38	9	βάλῃ	βαλη	βαλη	G906	V-2AAS-3S	βάλλω							0	0	0	0	0	0	1
	274	Mat 	10	1	10	κατὰ	κατα	κατα	G2596	PREP	κατά							0	0	0	0	0	0	1
	275	Mat 	10	2	7		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	278	Mat 	10	5	18	σαμαριῶ	σαμαριτων	σαμαρειτων	G4541	N-GPM	Σαμαρείτης	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	284	Mat 	10	11	3	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	284	Mat 	10	11	14		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	284	Mat 	10	11	15		και	και	G2532	CONJ	καί							0	0	0	0	0	0	1
	284	Mat 	10	11	16	ἐκ	εκει	εκει	G1563	ADV	ἐκεῖ							0	0	0	0	0	0	1
	286	Mat 	10	13	12	ἐϖ͗ἀυ	επ'αυτην	επ	G1909	PREP	ἐπί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
	290	Mat 	10	17	6	αδώσουσι	παραδωσουσιν	παραδωσουσιν	G3860	V-FAI-3P	παραδίδωμι							0	0	0	0	0	0	1
	292	Mat 	10	19	1	ὅ	οτ᾽	οταν	G3752	CONJ	ὅταν	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
	296	Mat 	10	23	1	ὅτ͗ἂ	οτ'αν	οταν	G3752	CONJ	ὅταν	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	299	Mat 	10	26	7	ἐι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	300	Mat 	10	27	6	σκοεΐᾳ	σκοτεια	σκοτια	G4653	N-DSF	σκοτία	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	300	Mat 	10	27	20	δομάτω	δοματων	δωματων	G1430	N-GPN	δῶμα	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	301	Mat 	10	28	6	ἀοκτενότω	αποκτενοντων	αποκτεινοντων	G615	V-PAP-GPM	ἀποκτείνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	303	Mat 	10	30	10	ἐισὶ	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
	304	Mat 	10	31	3	φοϐκθτε	φοβκθητε	φοβηθητε	G5399	V-AOM-2P	φοβέω	PC	V	C	Printing-Z	PC-V-C-Z	None	1	1	0	1	1	0	1
	304	Mat 	10	31	7	ἡμς	ημεις	ημεις	G2249	P-1NP	ἐγώ							0	0	0	0	0	0	1
	305	Mat 	10	32	3	ὅ	ος	ος	G3739	R-NSM	ὅς							0	0	0	0	0	0	1
	305	Mat 	10	32	4	ς	τις	τις	G5101	I-NSM	τίς							0	0	0	0	0	0	1
	306	Mat 	10	33	2	τἂ	ταν	αν	G302	PRT	ἄν	PC	V	CI	Translation-T	PC-V-CI-T	None	1	1	0	1	1	1	1
	311	Mat 	10	38	13	ἔι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	313	Mat 	10	40	4	ἐμὴ	εμη	εμη	G1699	S-1NSF	ἐμός							0	0	0	0	0	0	1
	315	Mat 	10	42	20	ἀπολέσ	απολεσει	απολεσει	G622	V-FAI-3S	ἀπόλλυμι							0	0	0	0	0	0	1
	320	Mat 	11	5	2	ἀναβλέουσι	αναβλεπουσιν	αναβλεπουσι	G308	V-PAI-3P	ἀναβλέπω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	320	Mat 	11	5	5	περιπατοῦσι	περιπατουσιν	περιπατουσιν	G4043	V-PAP-DPM	περιπατέω							0	0	0	0	0	0	1
	320	Mat 	11	5	10	ἀκούουσι	ακουουσιν	ακουουσιν	G191	V-PAI-3P	ἀκούω							0	0	0	0	0	0	1
	325	Mat 	11	10	3	ιν	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
	326	Mat 	11	11	5	ἐγεὶγερτ	εγειγερται	εγηγερται	G1453	V-RPI-3S	ἐγείρω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	331	Mat 	11	16	8		εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	331	Mat 	11	16	14	ροσφωνοῦσι	προσφωνουσιν	προσφωνουσιν	G4377	V-PAI-3P	προσφωνέω							0	0	0	0	0	0	1
	332	Mat 	11	17	3	ἠυλίσα	ηυλισαμεν	ηυλησαμεν	G832	V-AAI-1P	αὐλέω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	333	Mat 	11	18	1	ἦλθε	ηλθεν	ηλθεν	G2064	V-2AAI-3S	ἔρχομαι							0	0	0	0	0	0	1
	333	Mat 	11	18	4	μή	μη	μη	G3361	PRT-N	μή							0	0	0	0	0	0	1
	333	Mat 	11	18	5		τε	τε	G5037	PRT	τέ							0	0	0	0	0	0	1
	333	Mat 	11	18	7	μή	μη	μη	G3361	PRT-N	μή							0	0	0	0	0	0	1
	333	Mat 	11	18	8		τε	τε	G5037	PRT	τέ							0	0	0	0	0	0	1
	333	Mat 	11	18	11	λέγουσι	λεγουσιν	λεγουσιν	G3004	V-PAI-3P	λέγω							0	0	0	0	0	0	1
	333	Mat 	11	18	12	ὅτι	οτι	οτι	G3754	CONJ	ὅτι							0	0	0	0	0	0	1
	336	Mat 	11	21	3	χοραζεὶ	χοραζειν	χοραζιν	G5523	N-PRI	Χοραζίν	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
	344	Mat 	11	29	5	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	344	Mat 	11	29	9	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	346	Mat 	12	1	9	σάϐϐασιν	σαββασιν	σαββασιν	G4521	N-DPN	σάββατον							0	0	0	0	0	0	1
	347	Mat 	12	2	14	ἔξ	εξεξν	εξεστιν	G1832	V-PQI-3S	ἔξεστι	C	E		Translation-T	C-E--T	None	0	1	1	0	0	0	1
	348	Mat 	12	3	8	ἐϖοίησεν	εποιησεν	εποιησεν	G4160	V-AAI-3S	ποιέω							0	0	0	0	0	0	1
	348	Mat 	12	3	14	μετʼ	μετ'	μετ	None	None	None				None	None	None	0	0	0	0	0	0	1
	349	Mat 	12	4	22	μεʼ	μετ'	μετ	None	None	None				None	None	None	0	0	0	0	0	0	1
	349	Mat 	12	4	27	ἱερεῦσιν	ιερευσιν	ιερευσι	G2409	N-DPM	ἱερεύς	P	V	I	Spelling-X	P-V-I-X	None	1	0	0	1	0	1	1
	350	Mat 	12	5	16	βεβηλοῦσι	βεβηλουσιν	βεβηλουσι	G953	V-PAI-3P	βεβηλόω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	350	Mat 	12	5	19	ἐισι	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
	352	Mat 	12	7	6	ἔλεοσ	ελεος	ελεος	G1656	N-NSM	ἔλεος							0	0	0	0	0	0	1
	353	Mat 	12	8	3	ἐι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
	355	Mat 	12	10	14	ἔξει	εξεστιν	εξεστιν	G1832	V-PQI-3S	ἔξεστι							0	0	0	0	0	0	1
	355	Mat 	12	10	16	σάββασι	σαββασιν	σαββασιν	G4521	N-DPN	σάββατον							0	0	0	0	0	0	1
	357	Mat 	12	12	1	πώσῳ	πωσω	ποσω	G4214	Q-DSN	πόσος	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	357	Mat 	12	12	7	ἔξει	εξεστιν	εξεστιν	G1832	V-PQI-3S	ἔξεστι							0	0	0	0	0	0	1
	357	Mat 	12	12	9	σάββασι	σαββασιν	σαββασιν	G4521	N-DPN	σάββατον							0	0	0	0	0	0	1
	358	Mat 	12	13	10	έτεινε	εξετεινεν	εξετεινε	G1614	V-AAI-3S	ἐκτείνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
	358	Mat 	12	13	12	ἀοκαάη	αποκατασθη	αποκατεσταθη	G600	V-API-3S	ἀποκαθίστημι	P	V		Spelling-X	P-V--X	None	1	0	0	1	0	0	1
	359	Mat 	12	14	7	βο	βον	ελαβον	G2983	V-2AAI-3P	λαμβάνω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
	363	Mat 	12	18	20	ἐπʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Diacritic-D	PC-V--D	None	1	1	0	1	0	0	1
	366	Mat 	12	21	7	ἐλισι	ελπιουσιν	ελπιουσιν	G1679	V-FAI-3P-ATT	ἐλπίζω							0	0	0	0	0	0	1
	367	Mat 	12	22	2	οσκηνέ	προσκηνε	προσηνεχθη	G4374	V-API-3S	προσφέρω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
	370	Mat 	12	25	13	καθʼ	καθ'	καθ	G2596	PREP	κατά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	370	Mat 	12	25	22	καθʼ	καθ'	καθ	G2596	PREP	κατά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	371	Mat 	12	26	7	ἐκ	εκ	εκ	G1537	PREP	ἐκ							0	0	0	0	0	0	1
	371	Mat 	12	26	8	βάλλ	βαλλει	βαλλει	G906	V-PAI-3S	βάλλω							0	0	0	0	0	0	1
	371	Mat 	12	26	9	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	372	Mat 	12	27	14	ἐκβάλλουσι	εκβαλλουσιν	εκβαλλουσιν	G1544	V-PAI-3P	ἐκβάλλω							0	0	0	0	0	0	1
	373	Mat 	12	28	1	ἐι	ειδε	ειδε	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
	373	Mat 	12	28	11	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	375	Mat 	12	30	4	με	μετ᾽	μετ	G3326	PREP	μετά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
	375	Mat 	12	30	6	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
	375	Mat 	12	30	7	μοῦ	μου	μου	G3450	P-1GS	ἐγώ							0	0	0	0	0	0	1
	375	Mat 	12	30	8	ἐι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
