ID	Line	Book	Chapter	Verse	WordNum	Word	NoDiaWord	VarWord	Strong	RMAC	Lemma	VarianceForm	VarianceType	ImpactCode	ErrorCode	VarCode	Description	Preserved	Critical	Error	Variance	Context	Inflection	Resolved
211	408	Mat 	13	13	10	βλέουσι	βλεπουσιν	βλεπουσιν	G991	V-PAI-3P	βλέπω							0	0	0	0	0	0	1
212	408	Mat 	13	13	16	σΐουσι	συνιουσιν	συνιουσιν	G4920	V-PAI-3P	συνίημι							0	0	0	0	0	0	1
213	410	Mat 	13	15	19	ἴδωσι	ιδωσιν	ιδωσιν	G1492	V-2AAS-3P	εἴδω							0	0	0	0	0	0	1
214	410	Mat 	13	15	25	ἀκούσωσι	ακουσωσιν	ακουσωσιν	G191	V-AAS-3P	ἀκούω							0	0	0	0	0	0	1
215	410	Mat 	13	15	29	σιῶσι	συνιωσιν	συνιωσιν	G4920	V-PAS-3P	συνίημι							0	0	0	0	0	0	1
216	411	Mat 	13	16	7	βλέπουσι	βλεπουσιν	βλεπουσιν	G991	V-PAI-3P	βλέπω							0	0	0	0	0	0	1
217	414	Mat 	13	19	22	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
218	415	Mat 	13	20	8	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
219	416	Mat 	13	21	9	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
220	417	Mat 	13	22	8	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
221	420	Mat 	13	25	12	ἔρε	εσπειρεν	εσπειρεν	G4687	V-AAI-3S	σπείρω							0	0	0	0	0	0	1
222	421	Mat 	13	26	8	ἐοίησε	εποιησεν	εποιησεν	G4160	V-AAI-3S	ποιέω							0	0	0	0	0	0	1
223	422	Mat 	13	27	10	ὀυ	ου	ου	G3739	R-GSM	ὅς							0	0	0	0	0	0	1
224	427	Mat 	13	32	1	ὃ	ον	ον	G3739	R-ASM	ὅς							0	0	0	0	0	0	1
225	427	Mat 	13	32	4	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
226	427	Mat 	13	32	14	ἐί	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
227	434	Mat 	13	39	5	είρω	σπειρων	σπειρων	G4687	V-PAP-NSM	σπείρω							0	0	0	0	0	0	1
228	440	Mat 	13	45	3	ὶ	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
229	441	Mat 	13	46	10	ιχε	ειχεν	ειχεν	G2192	V-IAI-3S	ἔχω							0	0	0	0	0	0	1
230	442	Mat 	13	47	3	ὶ	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
231	447	Mat 	13	52	16	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
232	447	Mat 	13	52	21	βά	βαλλει	βαλλει	G906	V-PAI-3S	βάλλω							0	0	0	0	0	0	1
233	449	Mat 	13	54	1	ἐκθε	εκειθεν	εκειθεν	G1564	ADV	ἐκεῖθεν							0	0	0	0	0	0	1
234	449	Mat 	13	54	6	παί	πατρι	πατρι	G3962	N-DSM	πατήρ							0	0	0	0	0	0	1
235	449	Mat 	13	54	16	ἐκ	εκ	εκ	G1537	PREP	ἐκ							0	0	0	0	0	0	1
236	450	Mat 	13	55	3	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
237	451	Mat 	13	56	8	ἐισι	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
238	452	Mat 	13	57	11	ἔι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
239	455	Mat 	14	2	2	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
240	455	Mat 	14	2	7	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
241	456	Mat 	14	3	11	ἐις	εις	εις	G1519	PREP	εἰς							0	0	0	0	0	0	1
242	456	Mat 	14	3	12	φυλακ	φυλακην	φυλακην	G5438	N-ASF	φυλακή							0	0	0	0	0	0	1
243	457	Mat 	14	4	1	ἔλεγε	ελεγεν	ελεγεν	G3004	V-IAI-3S	λέγω							0	0	0	0	0	0	1
244	457	Mat 	14	4	7	εί	εξεστιν	εξεστιν	G1832	V-PQI-3S	ἔξεστι							0	0	0	0	0	0	1
245	459	Mat 	14	6	1	γενεσίοισ	γενεσιοις	γενεσιοις	G1077	N-DPN	γενέσια							0	0	0	0	0	0	1
246	459	Mat 	14	6	15	ἤρεσε	ηρεσεν	ηρεσεν	G700	V-AAI-3S	ἀρέσκω							0	0	0	0	0	0	1
247	462	Mat 	14	9	10	τού	του	του	G3588	T-GSM	ὁ							0	0	0	0	0	0	1
248	462	Mat 	14	9	12	ἐκέλευσεν	εκελευσεν	εκελευσεν	G2753	V-AAI-3S	κελεύω							0	0	0	0	0	0	1
249	462	Mat 	14	9	14	ἀυτῇ	αυτη	αυτη	G846	P-DSF	αὐτός							0	0	0	0	0	0	1
250	464	Mat 	14	11	13	ἤνεκεν	ηνεγκεν	ηνεγκεν	G5342	V-AAI-3S	φέρω							0	0	0	0	0	0	1
251	467	Mat 	14	14	5	ιδε	ειδεν	ειδεν	G1492	V-2AAI-3S	εἴδω							0	0	0	0	0	0	1
252	467	Mat 	14	14	13	ἐεράπευσε	εθεραπευσεν	εθεραπευσεν	G2323	V-AAI-3S	θεραπεύω							0	0	0	0	0	0	1
253	468	Mat 	14	15	11	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
254	471	Mat 	14	18	3	ιπεν	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
255	472	Mat 	14	19	22	ἐυλόγησε	ευλογησεν	ευλογησεν	G2127	V-AAI-3S	εὐλογέω							0	0	0	0	0	0	1
256	472	Mat 	14	19	25	ἔδωκε	εδωκεν	εδωκεν	G1325	V-AAI-3S	δίδωμι							0	0	0	0	0	0	1
257	474	Mat 	14	21	6	ὡς	ως	ως	G5613	ADV	ὡς							0	0	0	0	0	0	1
258	475	Mat 	14	22	20	ν	ον	ον	G3739	R-ASM	ὅς							0	0	0	0	0	0	1
259	478	Mat 	14	25	6	ἀπῆλε	απηλθεν	απηλθεν	G565	V-2AAI-3S	ἀπέρχομαι							0	0	0	0	0	0	1
260	478	Mat 	14	25	13		την	την	G3588	T-ASF	ὁ							0	0	0	0	0	0	1
261	478	Mat 	14	25	14	άλααν	θαλασσαν	θαλασσαν	G2281	N-ASF	θάλασσα							0	0	0	0	0	0	1
262	479	Mat 	14	26	14	ἐι	εστιν	εστιν	G2076	V-PXI-3S	εἰμί							0	0	0	0	0	0	1
263	481	Mat 	14	28	6	ιπεν	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
264	484	Mat 	14	31	11	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
265	490	Mat 	15	1	3		του	του	G3588	T-GSM	ὁ							0	0	0	0	0	0	1
266	491	Mat 	15	2	1	διὰ	δια	δια	G1223	PREP	διά							0	0	0	0	0	0	1
267	491	Mat 	15	2	2	τί	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
268	492	Mat 	15	3	7	τί	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
269	492	Mat 	15	3	12		εν	εν	G1722	PREP	ἔν							0	0	0	0	0	0	1
270	494	Mat 	15	5	9		και	και	G2532	CONJ	καί							0	0	0	0	0	0	1
271	495	Mat 	15	6	3	μήσ	τιμησει	τιμησει	G5091	V-FAI-3S	τιμάω							0	0	0	0	0	0	1
272	496	Mat 	15	7	3	οεφήτσε	προεφητευσεν	προεφητευσεν	G4395	V-AAI-3S	προφητεύω							0	0	0	0	0	0	1
273	497	Mat 	15	8	11	χείλεσὶ	χειλεσιν	χειλεσιν	G5491	N-DPN	χεῖλος							0	0	0	0	0	0	1
274	502	Mat 	15	13	4	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
275	503	Mat 	15	14	4	ἐισι	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
276	506	Mat 	15	17	8	ὸ	ο	ο	G3588	T-NSM	ὁ							0	0	0	0	0	0	1
277	508	Mat 	15	19	8	φθόνοι	φθονοι	φθονοι	G5355	N-NPM	φθόνος							0	0	0	0	0	0	1
278	509	Mat 	15	20	2	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
279	509	Mat 	15	20	10	χσὶ	χερσιν	χερσιν	G5495	N-DPF	χείρ							0	0	0	0	0	0	1
280	511	Mat 	15	22	10	ἔκραζε	εκραζεν	εκραζεν	G2896	V-IAI-3S	κράζω							0	0	0	0	0	0	1
281	511	Mat 	15	22	16	ὸς	υιος	υιος	G5207	N-NSM	υἱός							0	0	0	0	0	0	1
282	514	Mat 	15	25	4	οσεκύνησε	προσεκυνησεν	προσεκυνησεν	G4352	V-AAI-3S	προσκυνέω							0	0	0	0	0	0	1
283	516	Mat 	15	27	3	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
284	518	Mat 	15	29	6	ἦλθε	ηλθεν	ηλθεν	G2064	V-2AAI-3S	ἔρχομαι							0	0	0	0	0	0	1
285	519	Mat 	15	30	3	ὸς	προς	προς	G4314	PREP	πρός							0	0	0	0	0	0	1
286	519	Mat 	15	30	4	ἀυ	αυτον	αυτον	G846	P-ASM	αὐτός							0	0	0	0	0	0	1
287	521	Mat 	15	32	8	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
288	521	Mat 	15	32	21	ἔχουσι	εχουσιν	εχουσιν	G2192	V-PAI-3P	ἔχω							0	0	0	0	0	0	1
289	521	Mat 	15	32	23	φάγωσι	φαγωσιν	φαγωσιν	G5315	V-2AAS-3P	φάγω							0	0	0	0	0	0	1
290	521	Mat 	15	32	30	μή	μη	μη	G3361	PRT-N	μή							0	0	0	0	0	0	1
291	521	Mat 	15	32	31	ποτε	ποτε	ποτε	G4219	PRT-I	πότε							0	0	0	0	0	0	1
292	524	Mat 	15	35	2	ἐκέλσε	εκελευσεν	εκελευσεν	G2753	V-AAI-3S	κελεύω							0	0	0	0	0	0	1
293	525	Mat 	15	36	13	ἔδωκε	εδωκεν	εδωκεν	G1325	V-AAI-3S	δίδωμι							0	0	0	0	0	0	1
294	528	Mat 	15	39	5	ἀνέϐη	ανεβη	ανεβη	G305	V-2AAI-3S	ἀναβαίνω							0	0	0	0	0	0	1
295	529	Mat 	16	1	14	δξαι	δειξαι	δειξαι	G1166	V-AAN	δεικνύω							0	0	0	0	0	0	1
296	532	Mat 	16	4	21	ἀπλθε	απηλθεν	απηλθεν	G565	V-2AAI-3S	ἀπέρχομαι							0	0	0	0	0	0	1
297	539	Mat 	16	11	7	ἄρτον	αρτον	αρτον	G740	N-ASM	ἄρτος							0	0	0	0	0	0	1
298	539	Mat 	16	11	10	οσέχε	προσεχετε	προσεχετε	G4337	V-PAM-2P	προσέχω							0	0	0	0	0	0	1
299	540	Mat 	16	12	5	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
300	540	Mat 	16	12	12	ἀὰ	αλλα	αλλα	G235	CONJ	ἀλλά							0	0	0	0	0	0	1
301	544	Mat 	16	16	5	εἶπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
302	547	Mat 	16	19	11	ὅσα	οσα	οσα	G3745	K-APN	ὅσος							0	0	0	0	0	0	1
303	547	Mat 	16	19	12	ἂ	αν	αν	G302	PRT	ἄν							0	0	0	0	0	0	1
304	547	Mat 	16	19	18	εδεα	δεδεμενα	δεδεμενα	G1210	V-RPP-NPN	δέω							0	0	0	0	0	0	1
305	547	Mat 	16	19	23	ὅσα	οσα	οσα	G3745	K-APN	ὅσος							0	0	0	0	0	0	1
306	547	Mat 	16	19	24	ἂ	αν	αν	G302	PRT	ἄν							0	0	0	0	0	0	1
307	547	Mat 	16	19	30	λελυα	λελυμενα	λελυμενα	G3089	V-RPP-NPN	λύω							0	0	0	0	0	0	1
308	548	Mat 	16	20	11	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
309	551	Mat 	16	23	4	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
310	552	Mat 	16	24	4	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
311	556	Mat 	16	28	4	ἐισί	εισιν	εισιν	G1526	V-PXI-3P	εἰσί							0	0	0	0	0	0	1
312	556	Mat 	16	28	7	ἐώτω	εστωτων	εστωτων	G2476	V-RAP-GPM	ἵστημι							0	0	0	0	0	0	1
313	556	Mat 	16	28	8	ὅι	οι	οι	G3588	T-NPM	ὁ							0	0	0	0	0	0	1
314	556	Mat 	16	28	12	εύσον	γευσονται	γευσονται	G1089	V-FDI-3P	γεύομαι							0	0	0	0	0	0	1
315	556	Mat 	16	28	16	ἴδωσι	ιδωσιν	ιδωσιν	G1492	V-2AAS-3P	εἴδω							0	0	0	0	0	0	1
316	557	Mat 	17	1	20	ἐι	ει	ει	G1488	V-PXI-2S	εἰμί							0	0	0	0	0	0	1
317	560	Mat 	17	4	5	ιπε	ειπεν	ειπεν	G2036	V-2AAI-3S	ἔπω							0	0	0	0	0	0	1
318	560	Mat 	17	4	10	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
319	561	Mat 	17	5	17	ι	εξιν	εξιν	G1838	N-ASF	ἕξις							0	0	0	0	0	0	1
320	565	Mat 	17	9	4	ἐὰ	εα	εα	G1436	INJ	ἔα							0	0	0	0	0	0	1
321	568	Mat 	17	12	7	ἦλθε	ηλθεν	ηλθεν	G2064	V-2AAI-3S	ἔρχομαι							0	0	0	0	0	0	1
322	568	Mat 	17	12	18	ὅυτως	ουτως	ουτως	G3779	ADV	οὕτω							0	0	0	0	0	0	1
323	570	Mat 	17	14	8		τω	τω	G3588	T-DSM	ὁ							0	0	0	0	0	0	1
324	570	Mat 	17	14	9	ΙΗΣΟΥ	ιησου	ιησου	G2424	N-GSM	Ἰησοῦς							0	0	0	0	0	0	1
325	570	Mat 	17	14	11	τι	τις	τις	G5101	I-NSM	τίς							0	0	0	0	0	0	1
326	575	Mat 	17	19	10	διὰ	δια	δια	G1223	PREP	διά							0	0	0	0	0	0	1
327	575	Mat 	17	19	11	τί	τι	τι	G5100	X-ASN	τίς							0	0	0	0	0	0	1
