ID	Line	Book	Chapter	Verse	WordNum	Word	NoDiaWord	VarWord	Strong	RMAC	Lemma	VarianceForm	VarianceType	ImpactCode	ErrorCode	VarCode	Description	Preserved	Critical	Error	Variance	Context	Inflection	Resolved
147	214	Mat 	8	13	10	ἐϖίευσ	επιστευσους	επιστευσας	G4100	V-AAI-2S	πιστεύω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
148	215	Mat 	8	14	13	βεϐλημμένην	βεβλημμενην	βεβλημενην	G906	V-RPP-ASF	βάλλω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
149	218	Mat 	8	17	13	ἀεΐασ	ασθενιας	ασθενειας	G769	N-APF	ἀσθένεια	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
150	221	Mat 	8	20	12	πετοννὰ	πετονεινα	πετεινα	G4071	N-APN	πετεινόν	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
151	225	Mat 	8	24	18	ἐκάϑευδε	εκαθευδεν	εκαθευδε	G2518	V-IAI-3S	καθεύδω	PC	V		None	PC-V--e	None	1	1	0	1	0	0	1
152	226	Mat 	8	25	4	μαθπταί	μαθπται	μαθηται	G3101	N-NPM	μαθητής	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
153	226	Mat 	8	25	11	ἀολύμεθα	απολυμεθα	απολλυμεθα	G622	V-PMI-1P	ἀπόλλυμι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
154	231	Mat 	8	30	4	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
155	233	Mat 	8	32	24	κριμν	κριμνου	κρημνου	G2911	N-GSM	κρημνός	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
156	236	Mat 	9	1	8	διεπέρασε	διεπερασεν	διεπερασε	G1276	V-AAI-3S	διαπεράω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
157	239	Mat 	9	4	6	υμσας	ενθυμεισας	ενθυμησεις	G1761	N-APF	ἐνθύμησις	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
158	239	Mat 	9	4	12	ϑυμ	ενθυμει	ενθυμεισθε	G1760	V-PNI-2P	ἐνθυμέομαι	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
159	239	Mat 	9	4	13	ε	σθε	ενθυμησεις	G1761	N-APF	ἐνθύμησις	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
160	240	Mat 	9	5	4	ἐυκολώτερον	ευκολωτερον	ευκοπωτερον	G2123	A-NSN-C	εὐκοπώτερος	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
161	240	Mat 	9	5	12	ἔγειρε	εγειρε	εγειραι	G1453	V-AAN	ἐγείρω	PC	V	CI	Spelling-X	PC-V-CI-X	None	1	1	0	1	1	1	1
162	242	Mat 	9	7	3	ἁλθεν	απουλθεν	απηλθεν	G565	V-2AAI-3S	ἀπέρχομαι	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
163	245	Mat 	9	10	15	σέκ	συννεκειντο	συνανεκειντο	G4873	V-INI-3P	συνανάκειμαι	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
164	246	Mat 	9	11	17	διδάσκαλ̊	διδασκαλ̊	διδασκαλος	G1320	N-NSM	διδάσκαλος	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
165	247	Mat 	9	12	13	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
166	248	Mat 	9	13	16	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
167	249	Mat 	9	14	14	ηένο	νηστενομεν	νηστευομεν	G3522	V-PAI-1P	νηστεύω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
168	250	Mat 	9	15	13	ἐφʼὅσο	εφ'οσον	εφ	G1909	PREP	ἐπί	C	E	C	Spacing-Y	C-E-C-Y	None	0	1	1	0	1	0	1
169	250	Mat 	9	15	14	μεʼ	μετ'	μετ	G3326	PREP	μετά	PC	V	C	Punctuation-P	PC-V-C-P	None	1	1	0	1	1	0	1
170	250	Mat 	9	15	22	ὅτʼἃ	οτ'αν	οταν	G3752	CONJ	ὅταν	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
171	250	Mat 	9	15	24	ἀπʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
172	250	Mat 	9	15	30	ηέυσυσι	νηστευσυσιν	νηστευσουσιν	G3522	V-FAI-3P	νηστεύω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
173	253	Mat 	9	18	23	ἐϖ̓ἀυ	επ̓αυτην	επ	G1909	PREP	ἐπί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
174	255	Mat 	9	20	4	ἁιμαρροσα	αιμαρροουσα	αιμορροουσα	G131	V-PAP-NSF	αἱμορῥέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
175	255	Mat 	9	20	11	κρααίδ	κρασπαιδου	κρασπεδου	G2899	N-GSN	κράσπεδον	PC	V	CI	Spelling-X	PC-V-CI-X	None	1	1	0	1	1	1	1
176	256	Mat 	9	21	9	ἷματίσυ	ιματισυ	ιματιου	G2440	N-GSN	ἱμάτιον	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
177	257	Mat 	9	22	4	ἐϖαφεὶς	επστραφεις	επιστραφεις	G1994	V-2APP-NSM	ἐπιστρέφω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
178	257	Mat 	9	22	14	σέσωκέ	σεσωκεν	σεσωκεν	G4982	V-RAI-3S	σώζω	PC	V		None	PC-V--e	None	1	1	0	1	0	0	1
179	260	Mat 	9	25	7	ἐκράτησε	εκρατησεν	εκρατησε	G2902	V-AAI-3S	κρατέω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
180	263	Mat 	9	28	9	τοφλοί	τοφλοι	τυφλοι	G5185	A-NPM	τυφλός	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
181	266	Mat 	9	31	4	διεφήμησα	διεφημησαν	διεφημισαν	G1310	V-AAI-3P	διαφημίζω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
182	270	Mat 	9	35	23	ϑεραπένω	θεραπενων	θεραπευων	G2323	V-PAP-NSM	θεραπεύω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
183	271	Mat 	9	36	5	ἐλαγχήη	εσπλαγχνησθη	εσπλαγχνισθη	G4697	V-AOI-3S	σπλαγχνίζομαι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
184	275	Mat 	10	2	12	λεγόμος	λεγομμενος	λεγομενος	G3004	V-PPP-NSM	λέγω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
185	275	Mat 	10	2	19	ἰάλωϐος	ιαλωβος	ιακωβος	G2385	N-NSM	Ἰάκωβος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
186	276	Mat 	10	3	17	θαδδtος	θαδδtαιος	θαδδαιος	G2280	N-NSM	Θαδδαῖος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
187	278	Mat 	10	5	18	σαμαριῶ	σαμαριτων	σαμαρειτων	G4541	N-GPM	Σαμαρείτης	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
188	279	Mat 	10	6	10	ἰοραὴλ	ιοραηλ	ισραηλ	G2474	N-PRI	Ἰσραήλ	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
189	281	Mat 	10	8	11	δωρεὰμ	δωρεαμ	δωρεαν	G1432	ADV	δωρεάν	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
190	282	Mat 	10	9	2	κτύσῃε	κτυσησθε	κτησησθε	G2932	V-ADS-2P	κτάομαι	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
191	283	Mat 	10	10	17	ροφῆς	πρροφης	τροφης	G5160	N-GSF	τροφή	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
192	284	Mat 	10	11	3	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
193	286	Mat 	10	13	12	ἐϖ͗ἀυ	επ'αυτην	επ	G1909	PREP	ἐπί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
194	287	Mat 	10	14	14	ὁικαίς	οικαις	οικιας	G3614	N-GSF	οἰκία	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
195	288	Mat 	10	15	9	γομόῤῥη	γομορρουη	γομορρων	G1116	N-GPN	Γόμορῥα	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
196	289	Mat 	10	16	11		υν	ουν	G3767	CONJ	οὖν	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
197	290	Mat 	10	17	1	oσέχετε	πρoσεχετε	προσεχετε	G4337	V-PAM-2P	προσέχω	C	E		Translation-T	C-E--T	None	0	1	1	0	0	0	1
198	292	Mat 	10	19	1	ὅ	οτ᾽	οταν	G3752	CONJ	ὅταν	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
199	296	Mat 	10	23	1	ὅτ͗ἂ	οτ'αν	οταν	G3752	CONJ	ὅταν	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
200	300	Mat 	10	27	6	σκοεΐᾳ	σκοτεια	σκοτια	G4653	N-DSF	σκοτία	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
201	300	Mat 	10	27	20	δομάτω	δοματων	δωματων	G1430	N-GPN	δῶμα	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
202	301	Mat 	10	28	6	ἀοκτενότω	αποκτενοντων	αποκτεινοντων	G615	V-PAP-GPM	ἀποκτείνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
203	301	Mat 	10	28	15	φοϐήη	φοβηξητε	φοβηθητε	G5399	V-AOM-2P	φοβέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
204	302	Mat 	10	29	5	ωλτ	πωλειταις	πωλειται	G4453	V-PPI-3S	πωλέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
205	304	Mat 	10	31	3	φοϐκθτε	φοβκθητε	φοβηθητε	G5399	V-AOM-2P	φοβέω	PC	V	C	Printing-Z	PC-V-C-Z	None	1	1	0	1	1	0	1
206	306	Mat 	10	33	2	τἂ	ταν	αν	G302	PRT	ἄν	PC	V	CI	Translation-T	PC-V-CI-T	None	1	1	0	1	1	1	1
207	307	Mat 	10	34	6	ἐρ	ερηνην	ειρηνην	G1515	N-ASF	εἰρήνη	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
208	320	Mat 	11	5	2	ἀναβλέουσι	αναβλεπουσιν	αναβλεπουσι	G308	V-PAI-3P	ἀναβλέπω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
209	325	Mat 	11	10	9	ἀοέω	αποοστελλω	αποστελλω	G649	V-PAI-1S	ἀποστέλλω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
210	326	Mat 	11	11	5	ἐγεὶγερτ	εγειγερται	εγηγερται	G1453	V-RPI-3S	ἐγείρω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
211	332	Mat 	11	17	3	ἠυλίσα	ηυλισαμεν	ηυλησαμεν	G832	V-AAI-1P	αὐλέω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
212	336	Mat 	11	21	3	χοραζεὶ	χοραζειν	χοραζιν	G5523	N-PRI	Χοραζίν	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
213	338	Mat 	11	23	11	καταβϊβαήσκ	καταβιβασθησκ	καταβιβασθηση	G2601	V-FPI-2S	καταβιβάζω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
214	344	Mat 	11	29	5	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
215	344	Mat 	11	29	9	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
216	347	Mat 	12	2	14	ἔξ	εξεξν	εξεστιν	G1832	V-PQI-3S	ἔξεστι	C	E		Translation-T	C-E--T	None	0	1	1	0	0	0	1
217	348	Mat 	12	3	14	μετʼ	μετ'	μετ	G3326	PREP	μετά	PC	V	C	Punctuation-P	PC-V-C-P	None	1	1	0	1	1	0	1
218	349	Mat 	12	4	22	μεʼ	μετ'	μετ	G3326	PREP	μετά	PC	V	C	Punctuation-P	PC-V-C-P	None	1	1	0	1	1	0	1
219	349	Mat 	12	4	24	ἐιμὴ	ειμη	ει	G1488	V-PXI-2S	εἰμί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
220	349	Mat 	12	4	26	ἱερεῦσιν	ιερευσιν	ιερευσι	G2409	N-DPM	ἱερεύς	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
221	350	Mat 	12	5	16	βεβηλοῦσι	βεβηλουσιν	βεβηλουσι	G953	V-PAI-3P	βεβηλόω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
222	357	Mat 	12	12	1	πώσῳ	πωσω	ποσω	G4214	Q-DSN	πόσος	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
223	358	Mat 	12	13	10	έτεινε	εξετεινεν	εξετεινε	G1614	V-AAI-3S	ἐκτείνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
224	358	Mat 	12	13	12	ἀοκαάη	αποκατασθη	απο	None	None	None				None	---e	None	0	0	0	0	0	0	1
225	359	Mat 	12	14	6	ἔλα	ελα	ελαβον	G2983	V-2AAI-3P	λαμβάνω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
226	359	Mat 	12	14	7	βο	βον	ελαβον	G2983	V-2AAI-3P	λαμβάνω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
227	359	Mat 	12	14	8	κατʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
228	363	Mat 	12	18	20	ἐπʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Diacritic-D	PC-V--D	None	1	1	0	1	0	0	1
229	367	Mat 	12	22	2	οσκηνέ	προσκηνε	προσηνεχθη	G4374	V-API-3S	προσφέρω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
230	367	Mat 	12	22	3	χθη	χθη	προσηνεχθη	G4374	V-API-3S	προσφέρω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
231	369	Mat 	12	24	8	ἐκϐάὰ	εκβαλλειτα	εκβαλλει	G1544	V-PAI-3S	ἐκβάλλω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
232	369	Mat 	12	24	10	ἐιμὴ	ειμη	ει	G1488	V-PXI-2S	εἰμί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
233	370	Mat 	12	25	13	καθʼ	καθ'	καθ	G2596	PREP	κατά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
234	370	Mat 	12	25	22	καθʼ	καθ'	καθ	G2596	PREP	κατά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
235	371	Mat 	12	26	9	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
236	373	Mat 	12	28	11	ἐφʼ	εφ'	εφ	G1909	PREP	ἐπί	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
237	375	Mat 	12	30	4	με	μετ᾽	μετ	G3326	PREP	μετά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
238	375	Mat 	12	30	6	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
239	375	Mat 	12	30	13	με	μετ᾽	μετ	G3326	PREP	μετά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
240	377	Mat 	12	32	14	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
241	387	Mat 	12	42	24	σολομῶνος	σολομωνος	σολομωντος	G4672	N-GSM	Σολομών	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
242	387	Mat 	12	42	27	πλσ	πλεισν	πλειον	G4119	A-ASN-C	πλείων	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
243	387	Mat 	12	42	28	σολομῶος	σολομωνος	σολομωντος	G4672	N-GSM	Σολομών	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
244	388	Mat 	12	43	1	Οτʼ	οτ'	οταν	G3752	CONJ	ὅταν	C	E		Translation-T	C-E--T	None	0	1	1	0	0	0	1
245	388	Mat 	12	43	12	δʼι	δ'ι	δι	G1223	PREP	διά	PC	V	C	Punctuation-P	PC-V-C-P	atypical apostrophe on δ intead of ι	1	1	0	1	1	0	1
246	388	Mat 	12	43	18	ὀυχʼ	ουχ'	ουχ	G3756	PRT-N	οὐ	PC	V	I	Punctuation-P	PC-V-I-P	None	1	1	0	1	0	1	1
247	390	Mat 	12	45	5	μεθʼ	μεθ'	μεθ	G3326	PREP	μετά	P	EV	C	Spelling-X	None		1	0	1	1	1	0	1
248	390	Mat 	12	45	10	οηρότερα	ονηροτερα	πονηροτερα	G4191	A-APN-C	πονηρότερος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
249	391	Mat 	12	46	9	μηὴρ	μητοηρ	μητηρ	G3384	N-NSF	μήτηρ	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
250	394	Mat 	12	49	17	ἀδελεφοὶ	αδελεφοι	αδελφοι	G80	N-NPM	ἀδελφός	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
251	395	Mat 	12	50	12	ὀρανοῖς	ορανοις	ουρανοις	G3772	N-DPM	οὐρανός	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
252	397	Mat 	13	2	6	ϖοὶ	πολλι	πολ	None	None	None				None	None	None	0	0	0	0	0	0	1
253	397	Mat 	13	2	21	ἑήκ	εστηκει	ειστηκει	G2476	V-LAI-3S	ἵστημι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
254	400	Mat 	13	5	14	ανέτλε	εξανετειλεν	εξανετειλε	G1816	V-AAI-3S	ἐξανατέλλω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
255	402	Mat 	13	7	8	ἀνέϐησε	ανεβησεν	ανεβησαν	G305	V-2AAI-3P	ἀναβαίνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
256	406	Mat 	13	11	9	γνεῶαι	γνεωναι	γνωναι	G1097	V-2AAN	γινώσκω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
257	407	Mat 	13	12	16	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
258	409	Mat 	13	14	3	ἐϖʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Diacritic-D	PC-V--D	None	1	1	0	1	0	0	1
259	409	Mat 	13	14	6	εφητεία	πρεφητεια	προφητεια	G4394	N-NSF	προφητεία	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
260	410	Mat 	13	15	31	ἐϖιρέψωσι	επιστρεψωσιν	επιστρεψωσι	G1994	V-AAS-3P	ἐπιστρέφω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
261	416	Mat 	13	21	6	ἑαν	εαντω	εαυτω	G1438	F-3DSM	ἑαυτού	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
262	416	Mat 	13	21	19	οκανδαλΐζετ	οκανδαλιζεται	σκανδαλιζεται	G4624	V-PPI-3S	σκανδαλίζω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
263	419	Mat 	13	24	6	ὁμοιώη	ομοιωθη	ωμοιωθη	G3666	V-API-3S	ὁμοιόω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
264	420	Mat 	13	25	7	ἦολθε	ηολθεν	ηλθεν	G2064	V-2AAI-3S	ἔρχομαι	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
265	423	Mat 	13	28	8	ἐοίμσε	εποιμσεν	εποιησεν	G4160	V-AAI-3S	ποιέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
266	425	Mat 	13	30	2	ἀυξάνε	αυξανεσθαι	συναυξανεσθαι	G4885	V-PPN	συναυξάνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
267	425	Mat 	13	30	31	σάγετε	συναγετε	συναγαγετε	G4863	V-2AAM-2P	συνάγω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
268	427	Mat 	13	32	2	μικρώτερο	μικρωτερον	μικροτερον	G3398	A-NSN-C	μικρός	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
269	427	Mat 	13	32	8	ὅα	οτ᾽αν	οταν	G3752	CONJ	ὅταν	PC	V	C	Punctuation-P	PC-V-C-P	None	1	1	0	1	1	0	1
270	428	Mat 	13	33	15	ἕκρυψε	εκρυψεν	ενεκρυψεν	G1470	V-AAI-3S	ἐγκρύπτω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
271	439	Mat 	13	44	14	ἑρὼ	ερων	ευρων	G2147	V-2AAP-NSM	εὑρίσκω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
272	439	Mat 	13	44	16	ἔκρυψε	εκρυψεν	ενεκρυψεν	G1470	V-AAI-3S	ἐγκρύπτω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
273	443	Mat 	13	48	14	ἄη	αγγη	αγγεια	G30	N-APN	ἀγγεῖον	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
274	444	Mat 	13	49	1	ὅτως	οτως	ουτως	G3779	ADV	οὕτω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
275	444	Mat 	13	49	12	ἀφοριοῦσι	αφοριουσιν	αφοριουσι	G873	V-FAI-3P-ATT	ἀφορίζω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
276	449	Mat 	13	54	7	δα	δα	πατριδα	G3968	N-ASF	πατρίς	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
277	449	Mat 	13	54	17	πλήε	πληπτεσθαι	εκπληττεσθαι	G1605	V-PPN	ἐκπλήσσω	PC	V		Spacing-Y	PC-V--Y	" shows ἐκ πλήε
TR shows ἐκπλήττεσθαι"	1	1	0	1	0	0	1
278	450	Mat 	13	55	1	ὀυχ͗	ουχ'	ουχ	G3756	PRT-N	οὐ	PC	V	I	Punctuation-P	PC-V-I-P	None	1	1	0	1	0	1	1
279	451	Mat 	13	56	5	ὀυχὶπᾶσ	ουχιπασαι	ουχι	G3780	PRT-I	οὐχί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
280	455	Mat 	14	2	22	εργοῦσι	εργουσιν	ενεργουσιν	G1754	V-PAI-3P	ἐνεργέω	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
281	459	Mat 	14	6	3	ἀγοοις	αγομενοις	αγομενων	G71	V-PPP-GPM	ἄγω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
282	460	Mat 	14	7	2	μεθʼὄρκου	μεθ'ορκου	μεθ	G3326	PREP	μετά	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
283	463	Mat 	14	10	3	ἀπεκεφάλησεν	απεκεφαλησεν	απεκεφαλισεν	G607	V-AAI-3S	ἀποκεφαλίζω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
284	466	Mat 	14	13	12	κα	κατ᾽	κατ	G2596	PREP	κατά	P	V	CI	Punctuation-P	P-V-CI-P	None	1	0	0	1	1	1	1
285	467	Mat 	14	14	10	ἐπʼ	επ'	επ	G1909	PREP	ἐπί	PC	V		Diacritic-D	PC-V--D	None	1	1	0	1	0	0	1
286	470	Mat 	14	17	3	λέγουσοι	λεγουσοιν	λεγουσιν	G3004	V-PAI-3P	λέγω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
287	470	Mat 	14	17	8	ἐιμὴ	ειμη	ει	G1488	V-PXI-2S	εἰμί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
288	470	Mat 	14	17	9	πέιε	πειτε	πεντε	G4002	A-NUI	πέντε	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
289	476	Mat 	14	23	9	κα	κατ᾽	κατ	G2596	PREP	κατά	P	V	CI	Punctuation-P	P-V-CI-P	None	1	0	0	1	1	1	1
290	479	Mat 	14	26	19	ἔχραξα	εχραξαν	εκραξαν	G2896	V-AAI-3P	κράζω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
291	480	Mat 	14	27	12	φοϐῆε	φοβησθε	φοβεισθε	G5399	V-PNM-2P	φοβέω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
292	482	Mat 	14	29	12	περιεάτησι	περιεπατησιν	περιεπατησεν	G4043	V-AAI-3S	περιπατέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
293	487	Mat 	14	34	7	γεννησαρέθ	γεννησαρεθ	γεννησαρετ	G1082	N-PRI	Γεννησαρέτ	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
294	491	Mat 	15	2	6	παραϐνουσι	παραβαινουσιν	παραβαινουσι	G3845	V-PAI-3P	παραβαίνω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
295	491	Mat 	15	2	10	εσϐυέρω	πρεσειβυτερων	πρεσβυτερων	G4245	A-GPM	πρεσβύτερος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
296	492	Mat 	15	3	13	τολ	τολην	εντολιν	G1785	N-NPF	ἐντολή	C	E	C	Spacing-Y	C-E-C-Y	None	0	1	1	0	1	0	1
297	495	Mat 	15	6	2	ὀυμὴ	ουμη	ου	G3739	R-GSM	ὅς	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
298	497	Mat 	15	8	20	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
299	501	Mat 	15	12	15	ἐσκἀνδαλήησα	εσκανδαλησθησαν	εσκανδαλισθησαν	G4624	V-API-3P	σκανδαλίζω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
300	503	Mat 	15	14	12	ἀμφό	αμφο	αμφοτεροι	G297	A-NPM	ἀμφότερος	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
