ID	Line	Book	Chapter	Verse	WordNum	Word	NoDiaWord	VarWord	Strong	RMAC	Lemma	VarianceForm	VarianceType	ImpactCode	ErrorCode	VarCode	Description	Preserved	Critical	Error	Variance	Context	Inflection	Resolved
301	503	Mat 	15	14	13	τεροι	τεροι	αμφοτεροι	G297	A-NPM	ἀμφότερος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
302	506	Mat 	15	17	7	ἐιτ	ειστ	εις	G1519	PREP	εἰς	PC	V	CI	Spacing-Y	PC-V-CI-Y	" shows ἐιτ ο
TR shows εἰς τὸ"	1	1	0	1	1	1	1
303	511	Mat 	15	22	4	κα	καναναια	χαναναια	G5478	A-NSF	Χανααναίος	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
304	516	Mat 	15	27	13	ψυχίω	ψυχιων	ψιχιων	G5589	N-GPN	ψιχίον	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
305	519	Mat 	15	30	8	μεϑʼ	μεθ'	μεθ	G3326	PREP	μετά	P	EV	C	Spelling-X	None		1	0	1	1	1	0	1
306	521	Mat 	15	32	17	οσουσί	προσμενουσιν	προσμενουσι	G4357	V-PAI-3P	προσμένω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
307	525	Mat 	15	36	3	οὺς	τοους	τους	G3588	T-APM	ὁ	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
308	525	Mat 	15	36	21	ὄκλῳ	οκλω	οχλω	G3793	N-DSM	ὄχλος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
309	527	Mat 	15	38	4	ἦσαντετρακι	ησαντετρακις	ησαν	G2258	V-IXI-3P	εἰμί	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
310	527	Mat 	15	38	5	ίλιοι	σχιλιοι	τετρακισχιλιοι	G5070	A-NPM	τετρακισχίλιοι	C	E		Spacing-Y	C-E--Y	None	0	1	1	0	0	0	1
311	532	Mat 	16	4	12	ἐιμὴ	ειμη	ει	G1488	V-PXI-2S	εἰμί	PC	V		Spacing-Y	PC-V--Y	" shows ἐιμὴ
TR shows ἐι μὴ"	1	1	0	1	0	0	1
312	534	Mat 	16	6	9	ἀό	αποο	απο	G575	PREP	ἀπό	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
313	534	Mat 	16	6	13	φαριω	φαριαιων	φαρισαιων	G5330	N-GPM	Φαρισαῖος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
314	539	Mat 	16	11	3	ν	νειτε	νοειτε	G3539	V-PAI-2P	νοιέω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
315	545	Mat 	16	17	17	ἀεκάλυψέ	απεκαλυψεν	απεκαλυψε	G601	V-AAI-3S	ἀποκαλύπτω	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
316	545	Mat 	16	17	19	ἁλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
317	545	Mat 	16	17	26	ὀυρῖς	ουρανις	ουρανοις	G3772	N-DPM	οὐρανός	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
318	547	Mat 	16	19	33	θυροῖς	θυρανοις	ουρανοις	G3772	N-DPM	οὐρανός	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
319	553	Mat 	16	25	12	δʼ	δ'	δ	G1161	CONJ	δέ	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
320	553	Mat 	16	25	14	ἀλήσῃ	αποληση	απολεση	G622	V-AAS-3S	ἀπόλλυμι	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
321	554	Mat 	16	26	3	ὠφεληθήσετ	ωφεληθησεται	ωφελειται	G5623	V-PPI-3S	ὠφελέω	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
322	555	Mat 	16	27	6	ἀνϐθρώπου	ανβθρωπου	ανθρωπου	G444	N-GSM	ἄνθρωπος	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
323	557	Mat 	17	1	2	μεϑʼ	μεθ'	μεθ	G3326	PREP	μετά	P	EV	C	Spelling-X	None		1	0	1	1	1	0	1
324	557	Mat 	17	1	23	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
325	558	Mat 	17	2	2	ρ	ειρ	ειρ	None	None	None	C	E		Addition-A	C-E--A	None	0	1	1	0	0	0	1
326	558	Mat 	17	2	7	ἔαμψε	ελλαμψεν	ελαμψεν	G2989	V-AAI-3S	λάμπω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
327	558	Mat 	17	2	18	ἐοετο	εγενοετο	εγενετο	G1096	V-2ADI-3S	γίνομαι	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
328	559	Mat 	17	3	8	με	μετ᾽	μετ	G3326	PREP	μετά	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
329	561	Mat 	17	5	7	ἐπισκίασε	επισκιασεν	επεσκιασεν	G1982	V-AAI-3S	ἐπισκιάζω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
330	566	Mat 	17	10	11	αματς	γραματεις	γραμματεις	G1122	N-APM	γραμματεύς	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
331	567	Mat 	17	11	9	ἔρχεε	ερχετε	ερχεται	G2064	V-PNI-3S	ἔρχομαι	PC	V	I	Spelling-X	PC-V-I-X	None	1	1	0	1	0	1	1
332	568	Mat 	17	12	9	ὀνκ	ονκ	ουκ	G3756	PRT-N	οὐ	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
333	568	Mat 	17	12	12	ἀλλʼ	αλλ'	αλλ	G235	CONJ	ἀλλά	P	V	C	Punctuation-P	P-V-C-P	None	1	0	0	1	1	0	1
334	568	Mat 	17	12	26	ὑϖʼ	υπ'	υπ	G5259	PREP	ὑπό	P	V	C	Diacritic-D	P-V-C-D	None	1	0	0	1	1	0	1
335	573	Mat 	17	17	10	διεύαμη	διευστραμμενη	διεστραμμενη	G1294	V-RPP-NSF	διαστρέφω	C	E		Spelling-X	C-E--X	None	0	1	1	0	0	0	1
336	573	Mat 	17	17	14	μεϑʼ	μεθ'	μεθ	G3326	PREP	μετά	P	EV	C	Spelling-X	None		1	0	1	1	1	0	1
337	574	Mat 	17	18	8	ἀϖʼ	απ'	απ	G575	PREP	ἀπό	PC	V		Punctuation-P	PC-V--P	None	1	1	0	1	0	0	1
338	574	Mat 	17	18	13	ἑθαπέυη	εθεραπευσθη	εθεραπευθη	G2323	V-API-3S	θεραπεύω	PC	V		Spelling-X	PC-V--X	None	1	1	0	1	0	0	1
339	575	Mat 	17	19	7	καʼ	κατ'	κατ	G2596	PREP	κατά	PC	V	C	Spelling-X	PC-V-C-X	None	1	1	0	1	1	0	1
340	575	Mat 	17	19	14	ἡδήθη	ηδυνηθη-	ηδυνηθη	G1410	V-AOI-3S-ATT	δύναμαι	PC	E		Punctuation-P	PC-E--P	None	1	1	1	0	0	0	1
341	62	Mat 	3	14	17	με;	με;	με	G3165	P-1AS	μέ	C	E		Punctuation-P	C-E--P	None	0	1	1	0	0	0	1
