ID	Line	BookNum	Book	Chapter	Verse	WordNum	WordOpen	Word	WordClose	NormWordOpen	NormWord	NormWordClose	LcWordOpen	LcWord	LcWordClose	NoDiaWordOpen	NoDiaWord	NoDiaWordClose	VarWordOpen	VarWord	VarWordClose	StrongOpen	Strong	StrongClose	RMACOpen	RMAC	RMACClose	LemmaOpen	Lemma	LemmaClose	LcLemmaOpen	LcLemma	LcLemmaClose	NoDiaLemmaOpen	NoDiaLemma	NoDiaLemmaClose	EnglishOpen	English	EnglishClose	EnglishPunc	WordPunc	WordDelimiter	EndOfLine	VarCodeClose	VarCode	VarCodeOpen
1	1		Mat 	1	1	1		ΒΙΒΛΟΣ			ΒΙΒΛΟΣ			βιβλος			βιβλος						G976			N-NSF			βίβλος						βιβλος			Book 								
2	1		Mat 	1	1	2		γενέσεως			γενέσεως			γενέσεως			γενεσεως						G1078			N-GSF			γένεσις						γενεσις			Of The Generation 								
3	1		Mat 	1	1	3		ΙΗΣ			ΙΗΣου			ιησου			ιησου						G2424			N-GSM			Ἰησοῦς						ιησους			Of Jesus 								
4	1		Mat 	1	1	4		ΧΡΙΣΤΟΥ			ΧΡΙΣΤΟΥ			χριστου			χριστου						G5547			N-GSM			Χριστός						χριστος			Christ, 			,					
5	1		Mat 	1	1	5		οῦ			υἱοῦ			υἱοῦ			υιου						G5207			N-GSM			υἱός						υιος			Son 								
6	1		Mat 	1	1	6		Δαβίδ			Δαβίδ			δαβίδ			δαβιδ						G1138			N-PRI			Δαβίδ						δαβιδ			Of David, 			,					
7	1		Mat 	1	1	7		ο			υἱοῦ			υἱοῦ			υιου						G5207			N-GSM			υἱός						υιος			Son 								
8	1		Mat 	1	1	8		ἁραάμ			ἁβραάμ			ἁβραάμ			αβρααμ						G11			N-PRI			Ἀβραάμ						αβρααμ			Of Abraham. 			.					
9	2		Mat 	1	2	1		Αϐραὰμ			Αϐραὰμ			αϐραὰμ			αβρααμ						G11			N-PRI			Ἀβραάμ						αβρααμ			Abraham 								
10	2		Mat 	1	2	2		ἐννσε			ἐγένννσεν			ἐγένννσεν			εγενννσεν			εγεννησεν			G1080			V-AAI-3S			γεννάω									Begat 							P-V--X	
11	2		Mat 	1	2	3					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
12	2		Mat 	1	2	4		ἱσαάκ			ἱσαάκ			ἱσαάκ			ισαακ						G2464			N-PRI			Ἰσαάκ						ισαακ						.					
13	2		Mat 	1	2	5		ἰσαάκ			ἰσαάκ			ἰσαάκ			ισαακ						G2464			N-PRI			Ἰσαάκ						ισαακ											
14	2		Mat 	1	2	6					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Jacob 			,					
15	2		Mat 	1	2	7		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
16	2		Mat 	1	2	8					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
17	2		Mat 	1	2	9		ἰακώϐ			ἰακώϐ			ἰακώϐ			ιακωβ						G2384			N-PRI			Ἰακώβ						ιακωβ						.					
18	2		Mat 	1	2	10		ἰακὼϐ			ἰακὼϐ			ἰακὼϐ			ιακωβ						G2384			N-PRI			Ἰακώβ						ιακωβ											
19	2		Mat 	1	2	11					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Jacob 			,					
20	2		Mat 	1	2	12		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
21	2		Mat 	1	2	13		τὸ			τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
22	2		Mat 	1	2	14		ἰούδα			ἰούδαν			ἰούδαν			ιουδαν						G2455			N-ASM			Ἰουδάς						ιουδας			Judah 			,					
23	2		Mat 	1	2	15		κ			καί			καί			και						G2532			CONJ			καί						και			And 								
24	2		Mat 	1	2	16		ὺς			τοὺς			τοὺς			τους						G3588			T-APM			ὁ						ο											
25	2		Mat 	1	2	17		ἀδελφοὺς			ἀδελφοὺς			ἀδελφοὺς			αδελφους						G80			N-APM			ἀδελφός						αδελφος			Brethren 								
26	2		Mat 	1	2	18		ἀυ			ἀυτοῦ			ἀυτοῦ			αυτου						G846			P-GSM			αὐτός						αυτος			His; 			.					
27	3		Mat 	1	3	1		ἰούδας			ἰούδας			ἰούδας			ιουδας						G2455			N-NSM			Ἰουδάς						ιουδας											
28	3		Mat 	1	3	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Hezron 			,					
29	3		Mat 	1	3	3		ἐνησεν			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
30	3		Mat 	1	3	4		τὸ			τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
31	3		Mat 	1	3	5		φαρὲς			φαρὲς			φαρὲς			φαρες						G5329			N-PRI			Φαρές						φαρες						,					
32	3		Mat 	1	3	6					καὶ			καὶ			και						G2532			CONJ			καί						και			And 								
33	3		Mat 	1	3	7					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
34	3		Mat 	1	3	8		ζαρὰ			ζαρὰ			ζαρὰ			ζαρα						G2196			N-PRI			Ζαρά						ζαρα			Zerah 			,					
35	3		Mat 	1	3	9		ἐκ			ἐκ			ἐκ			εκ						G1537			PREP			ἐκ						εκ			Of 								
36	3		Mat 	1	3	10					τῆς			τῆς			της						G3588			T-GSF			ὁ						ο											
37	3		Mat 	1	3	11		ϑάμαρ			ϑάμαρ			ϑάμαρ			θαμαρ						G2283			N-PRI			Θάμαρ						θαμαρ			Tamar; 			.					
38	3		Mat 	1	3	12		φαρὲς			φαρὲς			φαρὲς			φαρες						G5329			N-PRI			Φαρές						φαρες											
39	3		Mat 	1	3	13					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Hezron 			,					
40	3		Mat 	1	3	14		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
41	3		Mat 	1	3	15					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
42	3		Mat 	1	3	16		ἐσρώμ			ἐσρώμ			ἐσρώμ			εσρωμ						G2074			N-PRI			Ἐσρώμ						εσρωμ						.					
43	3		Mat 	1	3	17		ἐσρὼμ			ἐσρὼμ			ἐσρὼμ			εσρωμ						G2074			N-PRI			Ἐσρώμ						εσρωμ											
44	3		Mat 	1	3	18					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Hezron 			,					
45	3		Mat 	1	3	19		ἐνυησε			ἐγέννυησεν			ἐγέννυησεν			εγεννυησεν			εγεννησεν			G1080			V-AAI-3S			γεννάω									Begat 							P-V--X	
46	3		Mat 	1	3	20					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
47	3		Mat 	1	3	21		ἀράμ			ἀράμ			ἀράμ			αραμ						G689			N-PRI			Ἀράμ						αραμ			Ram; 			.					
48	4		Mat 	1	4	1		ἀρὰμ			ἀρὰμ			ἀρὰμ			αραμ						G689			N-PRI			Ἀράμ						αραμ											
49	4		Mat 	1	4	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Nahshon 								
50	4		Mat 	1	4	3		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
51	4		Mat 	1	4	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
52	4		Mat 	1	4	5		ἁμϊναδάβ			ἁμϊναδάβ			ἁμϊναδάβ			αμιναδαβ						G284			N-PRI			Ἀμιναδάβ						αμιναδαβ						.					
53	4		Mat 	1	4	6		ἁμϊναδὰϐ			ἁμϊναδὰϐ			ἁμϊναδὰϐ			αμιναδαβ						G284			N-PRI			Ἀμιναδάβ						αμιναδαβ											
54	4		Mat 	1	4	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Nahshon 			,					
55	4		Mat 	1	4	8		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
56	4		Mat 	1	4	9					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
57	4		Mat 	1	4	10		ναασσό			ναασσόν			ναασσόν			ναασσον			ναασσων			G3476			N-PRI			Ναασσών												.				P-V-C-X	
58	4		Mat 	1	4	11		νααὸ			ναασσὸν			ναασσὸν			ναασσον			ναασσων			G3476			N-PRI			Ναασσών																P-V-C-X	
59	4		Mat 	1	4	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Nahshon 			,					
60	4		Mat 	1	4	13		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
61	4		Mat 	1	4	14					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
62	4		Mat 	1	4	15		σαλμώ			σαλμών			σαλμών			σαλμων						G4533			N-PRI			Σαλμών						σαλμων			Salmon; 			.					
63	5		Mat 	1	5	1		σαλμώ			σαλμών			σαλμών			σαλμων						G4533			N-PRI			Σαλμών						σαλμων											
64	5		Mat 	1	5	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Obed 			,					
65	5		Mat 	1	5	3		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
66	5		Mat 	1	5	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
67	5		Mat 	1	5	5		βοὸζ			βοὸζ			βοὸζ			βοοζ						G1003			N-PRI			Βοόζ						βοοζ											
68	5		Mat 	1	5	6		ἐκ			ἐκ			ἐκ			εκ						G1537			PREP			ἐκ						εκ			Of 								
69	5		Mat 	1	5	7					τῆς			τῆς			της						G3588			T-GSF			ὁ						ο											
70	5		Mat 	1	5	8		ῥαχάϐ			ῥαχάϐ			ῥαχάϐ			ραχαβ						G4477			N-PRI			Ῥαχάβ						ραχαβ			Rahab; 			.					
71	5		Mat 	1	5	9		βοὸζ			βοὸζ			βοὸζ			βοοζ						G1003			N-PRI			Βοόζ						βοοζ											
72	5		Mat 	1	5	10					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Obed 			,					
73	5		Mat 	1	5	11		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
74	5		Mat 	1	5	12					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
75	5		Mat 	1	5	13		ὠϐὴδ			ὠϐὴδ			ὠϐὴδ			ωβηδ						G5601			N-PRI			Ὠβήδ						ωβηδ						,					
76	5		Mat 	1	5	14		ἐκ			ἐκ			ἐκ			εκ						G1537			PREP			ἐκ						εκ			Of 								
77	5		Mat 	1	5	15					τῆς			τῆς			της						G3588			T-GSF			ὁ						ο											
78	5		Mat 	1	5	16		ῥθ			ῥοὺθ			ῥοὺθ			ρουθ						G4503			N-PRI			Ῥούθ						ρουθ			Ruth; 			.					
79	5		Mat 	1	5	17		ὠϐὴδ			ὠϐὴδ			ὠϐὴδ			ωβηδ						G5601			N-PRI			Ὠβήδ						ωβηδ											
80	5		Mat 	1	5	18					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Obed 			,					
81	5		Mat 	1	5	19		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
82	5		Mat 	1	5	20					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
83	5		Mat 	1	5	21		ἰεαί			ἰεσσαί			ἰεσσαί			ιεσσαι						G2421			N-PRI			Ἰεσσαί						ιεσσαι			Jesse; 			.					
84	6		Mat 	1	6	1		ἰεαὶ			ἰεσσαὶ			ἰεσσαὶ			ιεσσαι						G2421			N-PRI			Ἰεσσαί						ιεσσαι											
85	6		Mat 	1	6	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And David 								
86	6		Mat 	1	6	3		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
87	6		Mat 	1	6	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
88	6		Mat 	1	6	5		δαϐὶδ			δαϐὶδ			δαϐὶδ			δαβιδ						G1138			N-PRI			Δαβίδ						δαβιδ											
89	6		Mat 	1	6	6					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
90	6		Mat 	1	6	7		βασιλέα			βασιλέα			βασιλέα			βασιλεα						G935			N-ASM			βασιλεύς						βασιλευς			King. 			.					
91	6		Mat 	1	6	8		αὶδ			δαβὶδ			δαβὶδ			δαβιδ						G1138			N-PRI			Δαβίδ						δαβιδ											
92	6		Mat 	1	6	9					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And David 								
93	6		Mat 	1	6	10		ὁ			ὁ			ὁ			ο						G3588			T-NSM			ὁ						ο			The 								
94	6		Mat 	1	6	11		βασιλεὺς			βασιλεὺς			βασιλεὺς			βασιλευς						G935			N-NSM			βασιλεύς						βασιλευς			King 								
95	6		Mat 	1	6	12		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
96	6		Mat 	1	6	13					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
97	6		Mat 	1	6	14		σολομῶνα			σολομῶνα			σολομῶνα			σολομωνα			σολομωντα			G4672			N-ASM			Σολομών									Solomon 							None	
98	6		Mat 	1	6	15		ἐκ			ἐκ			ἐκ			εκ						G1537			PREP			ἐκ						εκ			Of 								
99	6		Mat 	1	6	16					τῆς			τῆς			της						G3588			T-GSF			ὁ						ο			The One Who Had Been Wife 								
100	6		Mat 	1	6	17					τοῦ			τοῦ			του						G3588			T-GSM			ὁ						ο											
101	6		Mat 	1	6	18		ὀυρίου			ὀυρίου			ὀυρίου			ουριου						G3774			N-GSM			Οὐρίας						ουριας			Of Uriah; 			.					
102	7		Mat 	1	7	1		σαλομὼ			σαλομὼν			σαλομὼν			σαλομων			σολομων			G4672			N-NSM			Σολομών																None	
103	7		Mat 	1	7	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Abijah 			,					
104	7		Mat 	1	7	3		ἐέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
105	7		Mat 	1	7	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
106	7		Mat 	1	7	5		ῥοϐοάμ			ῥοϐοάμ			ῥοϐοάμ			ροβοαμ						G4497			N-PRI			Ῥοβοάμ						ροβοαμ						.					
107	7		Mat 	1	7	6		ῥοϐοάμ			ῥοϐοάμ			ῥοϐοάμ			ροβοαμ						G4497			N-PRI			Ῥοβοάμ						ροβοαμ											
108	7		Mat 	1	7	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Abijah 			,					
109	7		Mat 	1	7	8		ἐέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
110	7		Mat 	1	7	9		τὸ			τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
111	7		Mat 	1	7	10		ἀιᾶ			ἀβιᾶ			ἀβιᾶ			αβια						G7			N-PRI			Ἀβιά						αβια						.					
112	7		Mat 	1	7	11		ἀϐιᾶ			ἀϐιᾶ			ἀϐιᾶ			αβια						G7			N-PRI			Ἀβιά						αβια											
113	7		Mat 	1	7	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			Abijah 			,					
114	7		Mat 	1	7	13		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
115	7		Mat 	1	7	14					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
116	7		Mat 	1	7	15		ἀσά			ἀσά			ἀσά			ασα						G760			N-PRI			Ἀσά						ασα			Asa; 			.					
117	8		Mat 	1	8	1		ἀσὰ			ἀσὰ			ἀσὰ			ασα						G760			N-PRI			Ἀσά						ασα											
118	8		Mat 	1	8	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Joram 			,					
119	8		Mat 	1	8	3		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
120	8		Mat 	1	8	4		τὸ			τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
121	8		Mat 	1	8	5		ἰωσαφάτ			ἰωσαφάτ			ἰωσαφάτ			ιωσαφατ						G2498			N-PRI			Ἰωσαφάτ						ιωσαφατ											
122	8		Mat 	1	8	6		ἰωσαφάτ			ἰωσαφάτ			ἰωσαφάτ			ιωσαφατ						G2498			N-PRI			Ἰωσαφάτ						ιωσαφατ											
123	8		Mat 	1	8	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Joram 			,					
124	8		Mat 	1	8	8		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
125	8		Mat 	1	8	9					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
126	8		Mat 	1	8	10		ἰωράμ			ἰωράμ			ἰωράμ			ιωραμ						G2496			N-PRI			Ἰωράμ						ιωραμ						.					
127	8		Mat 	1	8	11		ἰωρὰμ			ἰωρὰμ			ἰωρὰμ			ιωραμ						G2496			N-PRI			Ἰωράμ						ιωραμ											
128	8		Mat 	1	8	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Joram 			,					
129	8		Mat 	1	8	13		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
130	8		Mat 	1	8	14					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
131	8		Mat 	1	8	15		σε			σεν			σεν			σεν			εγαμησεν			G1060			V-AAI-3S			γαμέω																None	
132	8		Mat 	1	8	16					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
133	8		Mat 	1	8	17		ὁζία			ὁζίαν			ὁζίαν			οζιαν						G3604			N-ASM			Ὀζίας						οζιας			Uzziah; 			.					
134	9		Mat 	1	9	1		ὁζίας			ὁζίας			ὁζίας			οζιας						G3604			N-NSM			Ὀζίας						οζιας											
135	9		Mat 	1	9	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Ahaz 								
136	9		Mat 	1	9	3		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
137	9		Mat 	1	9	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
138	9		Mat 	1	9	5		ἰωάθαμ			ἰωάθαμ			ἰωάθαμ			ιωαθαμ						G2488			N-PRI			Ἰωάθαμ						ιωαθαμ						.					
139	9		Mat 	1	9	6		ἰωάθαμ			ἰωάθαμ			ἰωάθαμ			ιωαθαμ						G2488			N-PRI			Ἰωάθαμ						ιωαθαμ											
140	9		Mat 	1	9	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Ahaz 			,					
141	9		Mat 	1	9	8		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
142	9		Mat 	1	9	9					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
143	9		Mat 	1	9	10		ἄχαζ			ἄχαζ			ἄχαζ			αχαζ						G881			N-PRI			Ἀχάζ						αχαζ						.					
144	9		Mat 	1	9	11		ἄχαζ			ἄχαζ			ἄχαζ			αχαζ						G881			N-PRI			Ἀχάζ						αχαζ											
145	9		Mat 	1	9	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Ahaz 			,					
146	9		Mat 	1	9	13		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
147	9		Mat 	1	9	14					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
148	9		Mat 	1	9	15		ἐζεκία			ἐζεκίαν			ἐζεκίαν			εζεκιαν						G1478			N-ASM			Ἐζεκίας						εζεκιας			Hezekiah; 			.					
149	10		Mat 	1	10	1		ἐζεκίας			ἐζεκίας			ἐζεκίας			εζεκιας						G1478			N-NSM			Ἐζεκίας						εζεκιας											
150	10		Mat 	1	10	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Amon 			,					
151	10		Mat 	1	10	3		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
152	10		Mat 	1	10	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
153	10		Mat 	1	10	5		μαῆ			μανασσῆ			μανασσῆ			μανασση						G3128			N-ASM			Μανασσῆς						μανασσης			Manasseh; 			.					
154	10		Mat 	1	10	6		μαναῆ			μανασσῆς			μανασσῆς			μανασσης						G3128			N-NSM			Μανασσῆς						μανασσης											
155	10		Mat 	1	10	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Amon 			,					
156	10		Mat 	1	10	8		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
157	10		Mat 	1	10	9					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
158	10		Mat 	1	10	10		ἀμὼ			ἀμὼν			ἀμὼν			αμων						G300			N-PRI			Ἀμών						αμων						.					
159	10		Mat 	1	10	11		ἀμὼ			ἀμὼν			ἀμὼν			αμων						G300			N-PRI			Ἀμών						αμων											
160	10		Mat 	1	10	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Amon 			,					
161	10		Mat 	1	10	13		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
162	10		Mat 	1	10	14					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
163	10		Mat 	1	10	15		ἰωσία			ἰωσίαν			ἰωσίαν			ιωσιαν						G2502			N-ASM			Ἰωσίας						ιωσιας			Josiah; 			.					
164	11		Mat 	1	11	1		ἰωσίας			ἰωσίας			ἰωσίας			ιωσιας						G2502			N-NSM			Ἰωσίας						ιωσιας											
165	11		Mat 	1	11	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Josiah 			,					
166	11		Mat 	1	11	3		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
167	11		Mat 	1	11	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
168	11		Mat 	1	11	5		ἰεχονία			ἰεχονίαν			ἰεχονίαν			ιεχονιαν						G2423			N-ASM			Ἰεχονίας						ιεχονιας			Jeconiah 			,					
169	11		Mat 	1	11	6					καὶ			καὶ			και						G2532			CONJ			καί						και			And 								
170	11		Mat 	1	11	7		τούς			τούς			τούς			τους						G3588			T-APM			ὁ						ο											
171	11		Mat 	1	11	8		ἀδελφοὺς			ἀδελφοὺς			ἀδελφοὺς			αδελφους						G80			N-APM			ἀδελφός						αδελφος			Brethren 								
172	11		Mat 	1	11	9		ἀυ			ἀυτοῦ			ἀυτοῦ			αυτου						G846			P-GSM			αὐτός						αυτος			His, 			,					
173	11		Mat 	1	11	10		ἐπὶ			ἐπὶ			ἐπὶ			επι						G1909			PREP			ἐπί						επι			At the Time 								
174	11		Mat 	1	11	11					τῆς			τῆς			της						G3588			T-GSF			ὁ						ο			Of The 								
175	11		Mat 	1	11	12		μεοικεσίας			μετοικεσίας			μετοικεσίας			μετοικεσιας						G3350			N-GSF			μετοικεσία						μετοικεσια			Carrying Away 								
176	11		Mat 	1	11	13		βαϐυλῶνος			βαϐυλῶνος			βαϐυλῶνος			βαβυλωνος						G897			N-GSF			Βαβυλών						βαβυλων			Of Babylon. 			,					
177	12		Mat 	1	12	1		μεὰ			μετὰ			μετὰ			μετα						G3326			PREP			μετά						μετα											
178	12		Mat 	1	12	2		δὲ			δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Shealtiel 								
179	12		Mat 	1	12	3					τὴν			τὴν			την						G3588			T-ASF			ὁ						ο			The 								
180	12		Mat 	1	12	4		μετοικεσία			μετοικεσίαν			μετοικεσίαν			μετοικεσιαν						G3350			N-ASF			μετοικεσία						μετοικεσια			Carrying Away 								
181	12		Mat 	1	12	5		βαϐυλῶνος			βαϐυλῶνος			βαϐυλῶνος			βαβυλωνος						G897			N-GSF			Βαβυλών						βαβυλων			Of Babylon, 			,					
182	12		Mat 	1	12	6		ἰεχονίας			ἰεχονίας			ἰεχονίας			ιεχονιας						G2423			N-NSM			Ἰεχονίας						ιεχονιας			Jeconiah 								
183	12		Mat 	1	12	7		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
184	12		Mat 	1	12	8					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
185	12		Mat 	1	12	9		σαλαθιήλ			σαλαθιήλ			σαλαθιήλ			σαλαθιηλ						G4528			N-PRI			Σαλαθιήλ						σαλαθιηλ						.					
186	12		Mat 	1	12	10		σαλαθιὴλ			σαλαθιὴλ			σαλαθιὴλ			σαλαθιηλ						G4528			N-PRI			Σαλαθιήλ						σαλαθιηλ											
187	12		Mat 	1	12	11					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Shealtiel 			,					
188	12		Mat 	1	12	12		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
189	12		Mat 	1	12	13					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
190	12		Mat 	1	12	14		ζοροϐάϐελ			ζοροϐάϐελ			ζοροϐάϐελ			ζοροβαβελ						G2216			N-PRI			Ζοροβάβελ						ζοροβαβελ			Zerubbabel; 			.					
191	13		Mat 	1	13	1		ζοροϐάϐελ			ζοροϐάϐελ			ζοροϐάϐελ			ζοροβαβελ						G2216			N-PRI			Ζοροβάβελ						ζοροβαβελ											
192	13		Mat 	1	13	2					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Eliakim 			.					
193	13		Mat 	1	13	3		ἐγέννησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
194	13		Mat 	1	13	4					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
195	13		Mat 	1	13	5		ἀβιούδ			ἀβιούδ			ἀβιούδ			αβιουδ						G10			N-PRI			Ἀβιούδ						αβιουδ						.					
196	13		Mat 	1	13	6		ἀϐιοὺδ			ἀϐιοὺδ			ἀϐιοὺδ			αβιουδ						G10			N-PRI			Ἀβιούδ						αβιουδ											
197	13		Mat 	1	13	7					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Eliakim 								
198	13		Mat 	1	13	8		ἐνησε			ἐγέννησεν			ἐγέννησεν			εγεννησεν						G1080			V-AAI-3S			γεννάω						γενναω			Begat 								
199	13		Mat 	1	13	9					τὸν			τὸν			τον						G3588			T-ASM			ὁ						ο											
200	13		Mat 	1	13	10		ἐλιακίμ			ἐλιακίμ			ἐλιακίμ			ελιακιμ			ελιακειμ			G1662			N-PRI			Ἐλιακείμ												.				P-V-C-X	
201	13		Mat 	1	13	11		ἐλιακὶμ			ἐλιακὶμ			ἐλιακὶμ			ελιακιμ			ελιακειμ			G1662			N-PRI			Ἐλιακείμ																P-V-C-X	
202	13		Mat 	1	13	12					δὲ			δὲ			δε						G1161			CONJ			δέ						δε			And Eliakim 			,					
