Lgg ,#,Word,Gloss,Occ,1st Occ,Root,Occ in other words,prep1,prep2,R1,R1-Gk,R2,R2-Gk,R3,R3-Gk,Part of Speech,cl.Heb.eqt.,passages
G,1,α,'a (al''-fah) n.
1. the first letter of the alphabet
2. (figuratively) only
3. (numerically) the first
4. (prefix, commonly) not, without (a-, an-, i.e. amoral, anarchy)
5. (prefix, occasionally) in the sense of a union (i.e. akin, adelphos "brother")
{Often used as a prefix in composition in the sense of privation (as a contraction from G427); occasionally in the sense of union (as a contraction of G260)}
[of Hebrew origin]
KJV: Alpha 
Compare: G427, G260 ',,,,179,,,,,,,,,noun,,
G,2,Ἀαρών,'Aaron (ah-ar-own'') n/p.
1. Aaron, the brother of Moses
[of Hebrew origin (H175)]
KJV: Aaron 
Root(s): H175 ',5,42001005,אַהֲרוֹן,,,,175,אַהֲרוֹן,,,,,Name Person,,
G,3,Ἀβαδδών,'Abaddon (ab-ad-down'') n/p.
1. a destroying angel
[of Hebrew origin (H11)]
KJV: Abaddon 
Root(s): H11 ',1,66009011,אֲבַדּוֹן,,,,11,אֲבַדּוֹן,,,,,Name Person,,
G,4,ἀβαρής,'abares (ab-ar-ace'') adj.
1. weightless
2. (figuratively) not burdensome
[from G1 (as a negative particle) and G922]
KJV: from being burdensome 
Root(s): G1, G922 ',1,47011009,βάρος,,,,1,α,922,βάρος,,,adjective,,
G,5,Ἀββᾶ,'Abba (ab-bah`) n/p.
1. (vocatively) father
{referring to or addressing one''s father}
[of Chaldee origin (H2)]
KJV: Abba 
Root(s): H2 
Compare: G3962 ',3,41014036,אַב,,,,2,אַב,,,,,Name Person,,
G,6,Ἄβελ,'Abel (ab''-el) n/p.
1. Abel, the son of Adam
[of Hebrew origin (H1893)]
KJV: Abel 
Root(s): H1893 ',4,40023035,הֶבֶל,,,,1893,הֶבֶל,,,,,Name Person,,
G,7,Ἀβιά,'Abia (ab-ee-ah'') n/p.
1. Abijah, the name of two Israelites
[of Hebrew origin (H29)]
KJV: Abia 
Root(s): H29 ',3,40001007,אֲבִיָה אֲבִיָהוּ,,,,29,אֲבִיָה אֲבִיָהוּ,,,,,Name Person,,
G,8,Ἀβιάθαρ,'Abiathar (ab-ee-ath''-ar) n/p.
