Line	Book	Chapter	Verse
2629	Luk	19	42
2630	Luk	19	43
2631	Luk	19	44
2632	Luk	19	45
2633	Luk	19	46
2634	Luk	19	47
2635	Luk	19	48
2636	Luk	20	1
2637	Luk	20	2
2638	Luk	20	3
2639	Luk	20	4
2640	Luk	20	5
2641	Luk	20	6
2642	Luk	20	7
2643	Luk	20	8
2644	Luk	20	9
2645	Luk	20	10
2646	Luk	20	11
2647	Luk	20	12
2648	Luk	20	13
2649	Luk	20	14
2650	Luk	20	15
2651	Luk	20	16
2652	Luk	20	17
2653	Luk	20	18
2654	Luk	20	19
2655	Luk	20	20
2656	Luk	20	21
2657	Luk	20	22
2658	Luk	20	23
2659	Luk	20	24
2660	Luk	20	25
2661	Luk	20	26
2662	Luk	20	27
2663	Luk	20	28
2664	Luk	20	29
2665	Luk	20	30
2666	Luk	20	31
2667	Luk	20	32
2668	Luk	20	33
2669	Luk	20	34
2670	Luk	20	35
2671	Luk	20	36
2672	Luk	20	37
2673	Luk	20	38
2674	Luk	20	39
2675	Luk	20	40
2676	Luk	20	41
2677	Luk	20	42
2678	Luk	20	43
2679	Luk	20	44
2680	Luk	20	45
2681	Luk	20	46
2682	Luk	20	47
2683	Luk	21	1
2684	Luk	21	2
2685	Luk	21	3
2686	Luk	21	4
2687	Luk	21	5
2688	Luk	21	6
2689	Luk	21	7
2690	Luk	21	8
2691	Luk	21	9
2692	Luk	21	10
2693	Luk	21	11
2694	Luk	21	12
2695	Luk	21	13
2696	Luk	21	14
2697	Luk	21	15
2698	Luk	21	16
2699	Luk	21	17
2700	Luk	21	18
2701	Luk	21	19
2702	Luk	21	20
2703	Luk	21	21
2704	Luk	21	22
2705	Luk	21	23
2706	Luk	21	24
2707	Luk	21	25
2708	Luk	21	26
2709	Luk	21	27
2710	Luk	21	28
2711	Luk	21	29
2712	Luk	21	30
2713	Luk	21	31
2714	Luk	21	32
2715	Luk	21	33
2716	Luk	21	34
2717	Luk	21	35
2718	Luk	21	36
2719	Luk	21	37
2720	Luk	21	38
2721	Luk	22	1
2722	Luk	22	2
2723	Luk	22	3
2724	Luk	22	4
2725	Luk	22	5
2726	Luk	22	6
2727	Luk	22	7
2728	Luk	22	8
2729	Luk	22	9
2730	Luk	22	10
2731	Luk	22	11
2732	Luk	22	12
2733	Luk	22	13
2734	Luk	22	14
2735	Luk	22	15
2736	Luk	22	16
2737	Luk	22	17
2738	Luk	22	18
2739	Luk	22	19
2740	Luk	22	20
2741	Luk	22	21
2742	Luk	22	22
2743	Luk	22	23
2744	Luk	22	24
2745	Luk	22	25
2746	Luk	22	26
2747	Luk	22	27
2748	Luk	22	28
2749	Luk	22	29
2750	Luk	22	30
2751	Luk	22	31
2752	Luk	22	32
2753	Luk	22	33
2754	Luk	22	34
2755	Luk	22	35
2756	Luk	22	36
2757	Luk	22	37
2758	Luk	22	38
2759	Luk	22	39
2760	Luk	22	40
2761	Luk	22	41
2762	Luk	22	42
2763	Luk	22	43
2764	Luk	22	44
2765	Luk	22	45
2766	Luk	22	46
2767	Luk	22	47
2768	Luk	22	48
2769	Luk	22	49
2770	Luk	22	50
2771	Luk	22	51
2772	Luk	22	52
2773	Luk	22	53
2774	Luk	22	54
2775	Luk	22	55
2776	Luk	22	56
2777	Luk	22	57
2778	Luk	22	58
2779	Luk	22	59
2780	Luk	22	60
2781	Luk	22	61
2782	Luk	22	62
2783	Luk	22	63
2784	Luk	22	64
2785	Luk	22	65
2786	Luk	22	66
2787	Luk	22	67
2788	Luk	22	68
2789	Luk	22	69
2790	Luk	22	70
2791	Luk	22	71
2792	Luk	23	1
2793	Luk	23	2
2794	Luk	23	3
2795	Luk	23	4
2796	Luk	23	5
2797	Luk	23	6
2798	Luk	23	7
2799	Luk	23	8
2800	Luk	23	9
2801	Luk	23	10
2802	Luk	23	11
2803	Luk	23	12
2804	Luk	23	13
2805	Luk	23	14
2806	Luk	23	15
2807	Luk	23	16
2808	Luk	23	17
2809	Luk	23	18
2810	Luk	23	19
2811	Luk	23	20
2812	Luk	23	21
2813	Luk	23	22
2814	Luk	23	23
2815	Luk	23	24
2816	Luk	23	25
2817	Luk	23	26
2818	Luk	23	27
2819	Luk	23	28
2820	Luk	23	29
2821	Luk	23	30
2822	Luk	23	31
2823	Luk	23	32
2824	Luk	23	33
2825	Luk	23	34
2826	Luk	23	35
2827	Luk	23	36
2828	Luk	23	37
2829	Luk	23	38
2830	Luk	23	39
2831	Luk	23	40
2832	Luk	23	41
2833	Luk	23	42
2834	Luk	23	43
2835	Luk	23	44
2836	Luk	23	45
2837	Luk	23	46
2838	Luk	23	47
2839	Luk	23	48
2840	Luk	23	49
2841	Luk	23	50
2842	Luk	23	51
2843	Luk	23	52
2844	Luk	23	53
2845	Luk	23	54
2846	Luk	23	55
2847	Luk	23	56
2848	Luk	24	1
2849	Luk	24	2
2850	Luk	24	3
2851	Luk	24	4
2852	Luk	24	5
2853	Luk	24	6
2854	Luk	24	7
2855	Luk	24	8
2856	Luk	24	9
2857	Luk	24	10
2858	Luk	24	11
2859	Luk	24	12
2860	Luk	24	13
2861	Luk	24	14
2862	Luk	24	15
2863	Luk	24	16
2864	Luk	24	17
2865	Luk	24	18
2866	Luk	24	19
2867	Luk	24	20
2868	Luk	24	21
2869	Luk	24	22
2870	Luk	24	23
2871	Luk	24	24
2872	Luk	24	25
2873	Luk	24	26
2874	Luk	24	27
2875	Luk	24	28
2876	Luk	24	29
2877	Luk	24	30
2878	Luk	24	31
2879	Luk	24	32
2880	Luk	24	33
2881	Luk	24	34
2882	Luk	24	35
2883	Luk	24	36
2884	Luk	24	37
2885	Luk	24	38
2886	Luk	24	39
2887	Luk	24	40
2888	Luk	24	41
2889	Luk	24	42
2890	Luk	24	43
2891	Luk	24	44
2892	Luk	24	45
2893	Luk	24	46
2894	Luk	24	47
2895	Luk	24	48
2896	Luk	24	49
2897	Luk	24	50
2898	Luk	24	51
2899	Luk	24	52
2900	Luk	24	53
2901	Joh	1	1
2902	Joh	1	2
2903	Joh	1	3
2904	Joh	1	4
2905	Joh	1	5
2906	Joh	1	6
2907	Joh	1	7
2908	Joh	1	8
2909	Joh	1	9
2910	Joh	1	10
2911	Joh	1	11
2912	Joh	1	12
2913	Joh	1	13
2914	Joh	1	14
2915	Joh	1	15
2916	Joh	1	16
2917	Joh	1	17
2918	Joh	1	18
2919	Joh	1	19
2920	Joh	1	20
2921	Joh	1	21
2922	Joh	1	22
2923	Joh	1	23
2924	Joh	1	24
2925	Joh	1	25
2926	Joh	1	26
2927	Joh	1	27
2928	Joh	1	28
2929	Joh	1	29
2930	Joh	1	30
2931	Joh	1	31
2932	Joh	1	32
2933	Joh	1	33
2934	Joh	1	34
2935	Joh	1	35
2936	Joh	1	36
2937	Joh	1	37
2938	Joh	1	38
2939	Joh	1	39
2940	Joh	1	40
2941	Joh	1	41
2942	Joh	1	42
2943	Joh	1	43
2944	Joh	1	44
2945	Joh	1	45
2946	Joh	1	46
2947	Joh	1	47
2948	Joh	1	48
2949	Joh	1	49
2950	Joh	1	50
2951	Joh	1	51
2952	Joh	2	1
2953	Joh	2	2
2954	Joh	2	3
2955	Joh	2	4
2956	Joh	2	5
2957	Joh	2	6
2958	Joh	2	7
2959	Joh	2	8
2960	Joh	2	9
2961	Joh	2	10
2962	Joh	2	11
2963	Joh	2	12
2964	Joh	2	13
2965	Joh	2	14
2966	Joh	2	15
2967	Joh	2	16
2968	Joh	2	17
2969	Joh	2	18
2970	Joh	2	19
2971	Joh	2	20
2972	Joh	2	21
2973	Joh	2	22
2974	Joh	2	23
2975	Joh	2	24
2976	Joh	2	25
2977	Joh	3	1
2978	Joh	3	2
2979	Joh	3	3
2980	Joh	3	4
2981	Joh	3	5
2982	Joh	3	6
2983	Joh	3	7
2984	Joh	3	8
2985	Joh	3	9
2986	Joh	3	10
2987	Joh	3	11
2988	Joh	3	12
2989	Joh	3	13
2990	Joh	3	14
2991	Joh	3	15
2992	Joh	3	16
2993	Joh	3	17
2994	Joh	3	18
2995	Joh	3	19
2996	Joh	3	20
2997	Joh	3	21
2998	Joh	3	22
2999	Joh	3	23
3000	Joh	3	24
3001	Joh	3	25
3002	Joh	3	26
3003	Joh	3	27
3004	Joh	3	28
3005	Joh	3	29
3006	Joh	3	30
3007	Joh	3	31
3008	Joh	3	32
3009	Joh	3	33
3010	Joh	3	34
3011	Joh	3	35
3012	Joh	3	36
3013	Joh	4	1
3014	Joh	4	2
3015	Joh	4	3
3016	Joh	4	4
3017	Joh	4	5
3018	Joh	4	6
3019	Joh	4	7
3020	Joh	4	8
3021	Joh	4	9
3022	Joh	4	10
3023	Joh	4	11
3024	Joh	4	12
3025	Joh	4	13
3026	Joh	4	14
3027	Joh	4	15
3028	Joh	4	16
3029	Joh	4	17
3030	Joh	4	18
3031	Joh	4	19
3032	Joh	4	20
3033	Joh	4	21
3034	Joh	4	22
3035	Joh	4	23
3036	Joh	4	24
3037	Joh	4	25
3038	Joh	4	26
3039	Joh	4	27
3040	Joh	4	28
3041	Joh	4	29
3042	Joh	4	30
3043	Joh	4	31
3044	Joh	4	32
3045	Joh	4	33
3046	Joh	4	34
3047	Joh	4	35
3048	Joh	4	36
3049	Joh	4	37
3050	Joh	4	38
3051	Joh	4	39
3052	Joh	4	40
3053	Joh	4	41
3054	Joh	4	42
3055	Joh	4	43
3056	Joh	4	44
3057	Joh	4	45
3058	Joh	4	46
3059	Joh	4	47
3060	Joh	4	48
3061	Joh	4	49
3062	Joh	4	50
3063	Joh	4	51
3064	Joh	4	52
3065	Joh	4	53
3066	Joh	4	54
3067	Joh	5	1
3068	Joh	5	2
3069	Joh	5	3
3070	Joh	5	4
3071	Joh	5	5
3072	Joh	5	6
3073	Joh	5	7
3074	Joh	5	8
3075	Joh	5	9
3076	Joh	5	10
3077	Joh	5	11
3078	Joh	5	12
3079	Joh	5	13
3080	Joh	5	14
3081	Joh	5	15
3082	Joh	5	16
3083	Joh	5	17
3084	Joh	5	18
3085	Joh	5	19
3086	Joh	5	20
3087	Joh	5	21
3088	Joh	5	22
3089	Joh	5	23
3090	Joh	5	24
3091	Joh	5	25
3092	Joh	5	26
3093	Joh	5	27
3094	Joh	5	28
3095	Joh	5	29
3096	Joh	5	30
3097	Joh	5	31
3098	Joh	5	32
3099	Joh	5	33
3100	Joh	5	34
3101	Joh	5	35
3102	Joh	5	36
3103	Joh	5	37
3104	Joh	5	38
3105	Joh	5	39
3106	Joh	5	40
3107	Joh	5	41
3108	Joh	5	42
3109	Joh	5	43
3110	Joh	5	44
3111	Joh	5	45
3112	Joh	5	46
3113	Joh	5	47
3114	Joh	6	1
3115	Joh	6	2
3116	Joh	6	3
3117	Joh	6	4
3118	Joh	6	5
3119	Joh	6	6
3120	Joh	6	7
3121	Joh	6	8
3122	Joh	6	9
3123	Joh	6	10
3124	Joh	6	11
3125	Joh	6	12
3126	Joh	6	13
3127	Joh	6	14
3128	Joh	6	15
3129	Joh	6	16
3130	Joh	6	17
3131	Joh	6	18
3132	Joh	6	19
3133	Joh	6	20
3134	Joh	6	21
3135	Joh	6	22
3136	Joh	6	23
3137	Joh	6	24
3138	Joh	6	25
3139	Joh	6	26
3140	Joh	6	27
3141	Joh	6	28
3142	Joh	6	29
3143	Joh	6	30
3144	Joh	6	31
3145	Joh	6	32
3146	Joh	6	33
3147	Joh	6	34
3148	Joh	6	35
3149	Joh	6	36
3150	Joh	6	37
3151	Joh	6	38
3152	Joh	6	39
3153	Joh	6	40
3154	Joh	6	41
3155	Joh	6	42
3156	Joh	6	43
3157	Joh	6	44
3158	Joh	6	45
3159	Joh	6	46
3160	Joh	6	47
3161	Joh	6	48
3162	Joh	6	49
3163	Joh	6	50
3164	Joh	6	51
3165	Joh	6	52
3166	Joh	6	53
3167	Joh	6	54
3168	Joh	6	55
3169	Joh	6	56
3170	Joh	6	57
3171	Joh	6	58
3172	Joh	6	59
3173	Joh	6	60
3174	Joh	6	61
3175	Joh	6	62
3176	Joh	6	63
3177	Joh	6	64
3178	Joh	6	65
3179	Joh	6	66
3180	Joh	6	67
3181	Joh	6	68
3182	Joh	6	69
3183	Joh	6	70
3184	Joh	6	71
3185	Joh	7	1
3186	Joh	7	2
3187	Joh	7	3
3188	Joh	7	4
3189	Joh	7	5
3190	Joh	7	6
3191	Joh	7	7
3192	Joh	7	8
3193	Joh	7	9
3194	Joh	7	10
3195	Joh	7	11
3196	Joh	7	12
3197	Joh	7	13
3198	Joh	7	14
3199	Joh	7	15
3200	Joh	7	16
3201	Joh	7	17
3202	Joh	7	18
3203	Joh	7	19
3204	Joh	7	20
3205	Joh	7	21
3206	Joh	7	22
3207	Joh	7	23
3208	Joh	7	24
3209	Joh	7	25
3210	Joh	7	26
3211	Joh	7	27
3212	Joh	7	28
3213	Joh	7	29
3214	Joh	7	30
3215	Joh	7	31
3216	Joh	7	32
3217	Joh	7	33
3218	Joh	7	34
3219	Joh	7	35
3220	Joh	7	36
3221	Joh	7	37
3222	Joh	7	38
3223	Joh	7	39
3224	Joh	7	40
3225	Joh	7	41
3226	Joh	7	42
3227	Joh	7	43
3228	Joh	7	44
3229	Joh	7	45
3230	Joh	7	46
3231	Joh	7	47
3232	Joh	7	48
3233	Joh	7	49
3234	Joh	7	50
3235	Joh	7	51
3236	Joh	7	52
3237	Joh	7	53
3238	Joh	8	1
3239	Joh	8	2
3240	Joh	8	3
3241	Joh	8	4
3242	Joh	8	5
3243	Joh	8	6
3244	Joh	8	7
3245	Joh	8	8
3246	Joh	8	9
3247	Joh	8	10
3248	Joh	8	11
3249	Joh	8	12
3250	Joh	8	13
3251	Joh	8	14
3252	Joh	8	15
3253	Joh	8	16
3254	Joh	8	17
3255	Joh	8	18
3256	Joh	8	19
3257	Joh	8	20
3258	Joh	8	21
3259	Joh	8	22
3260	Joh	8	23
3261	Joh	8	24
3262	Joh	8	25
3263	Joh	8	26
3264	Joh	8	27
3265	Joh	8	28
3266	Joh	8	29
3267	Joh	8	30
3268	Joh	8	31
3269	Joh	8	32
3270	Joh	8	33
3271	Joh	8	34
3272	Joh	8	35
3273	Joh	8	36
3274	Joh	8	37
3275	Joh	8	38
3276	Joh	8	39
3277	Joh	8	40
3278	Joh	8	41
3279	Joh	8	42
3280	Joh	8	43
3281	Joh	8	44
3282	Joh	8	45
3283	Joh	8	46
3284	Joh	8	47
3285	Joh	8	48
3286	Joh	8	49
3287	Joh	8	50
3288	Joh	8	51
3289	Joh	8	52
3290	Joh	8	53
3291	Joh	8	54
3292	Joh	8	55
3293	Joh	8	56
3294	Joh	8	57
3295	Joh	8	58
3296	Joh	8	59
3297	Joh	9	1
3298	Joh	9	2
3299	Joh	9	3
3300	Joh	9	4
3301	Joh	9	5
3302	Joh	9	6
3303	Joh	9	7
3304	Joh	9	8
3305	Joh	9	9
3306	Joh	9	10
3307	Joh	9	11
3308	Joh	9	12
3309	Joh	9	13
3310	Joh	9	14
3311	Joh	9	15
3312	Joh	9	16
3313	Joh	9	17
3314	Joh	9	18
3315	Joh	9	19
3316	Joh	9	20
3317	Joh	9	21
3318	Joh	9	22
3319	Joh	9	23
3320	Joh	9	24
3321	Joh	9	25
3322	Joh	9	26
3323	Joh	9	27
3324	Joh	9	28
3325	Joh	9	29
3326	Joh	9	30
3327	Joh	9	31
3328	Joh	9	32
3329	Joh	9	33
3330	Joh	9	34
3331	Joh	9	35
3332	Joh	9	36
3333	Joh	9	37
3334	Joh	9	38
3335	Joh	9	39
3336	Joh	9	40
3337	Joh	9	41
3338	Joh	10	1
3339	Joh	10	2
3340	Joh	10	3
3341	Joh	10	4
3342	Joh	10	5
3343	Joh	10	6
3344	Joh	10	7
3345	Joh	10	8
3346	Joh	10	9
3347	Joh	10	10
3348	Joh	10	11
3349	Joh	10	12
3350	Joh	10	13
3351	Joh	10	14
3352	Joh	10	15
3353	Joh	10	16
3354	Joh	10	17
3355	Joh	10	18
3356	Joh	10	19
3357	Joh	10	20
3358	Joh	10	21
3359	Joh	10	22
3360	Joh	10	23
3361	Joh	10	24
3362	Joh	10	25
3363	Joh	10	26
3364	Joh	10	27
3365	Joh	10	28
3366	Joh	10	29
3367	Joh	10	30
3368	Joh	10	31
3369	Joh	10	32
3370	Joh	10	33
3371	Joh	10	34
3372	Joh	10	35
3373	Joh	10	36
3374	Joh	10	37
3375	Joh	10	38
3376	Joh	10	39
3377	Joh	10	40
3378	Joh	10	41
3379	Joh	10	42
3380	Joh	11	1
3381	Joh	11	2
3382	Joh	11	3
3383	Joh	11	4
3384	Joh	11	5
3385	Joh	11	6
3386	Joh	11	7
3387	Joh	11	8
3388	Joh	11	9
3389	Joh	11	10
3390	Joh	11	11
3391	Joh	11	12
3392	Joh	11	13
3393	Joh	11	14
3394	Joh	11	15
3395	Joh	11	16
3396	Joh	11	17
3397	Joh	11	18
3398	Joh	11	19
3399	Joh	11	20
3400	Joh	11	21
3401	Joh	11	22
3402	Joh	11	23
3403	Joh	11	24
3404	Joh	11	25
3405	Joh	11	26
3406	Joh	11	27
3407	Joh	11	28
3408	Joh	11	29
3409	Joh	11	30
3410	Joh	11	31
3411	Joh	11	32
3412	Joh	11	33
3413	Joh	11	34
3414	Joh	11	35
3415	Joh	11	36
3416	Joh	11	37
3417	Joh	11	38
3418	Joh	11	39
3419	Joh	11	40
3420	Joh	11	41
3421	Joh	11	42
3422	Joh	11	43
3423	Joh	11	44
3424	Joh	11	45
3425	Joh	11	46
3426	Joh	11	47
3427	Joh	11	48
3428	Joh	11	49
3429	Joh	11	50
3430	Joh	11	51
3431	Joh	11	52
3432	Joh	11	53
3433	Joh	11	54
3434	Joh	11	55
3435	Joh	11	56
3436	Joh	11	57
3437	Joh	12	1
3438	Joh	12	2
3439	Joh	12	3
3440	Joh	12	4
3441	Joh	12	5
3442	Joh	12	6
3443	Joh	12	7
3444	Joh	12	8
3445	Joh	12	9
3446	Joh	12	10
3447	Joh	12	11
3448	Joh	12	12
3449	Joh	12	13
3450	Joh	12	14
3451	Joh	12	15
3452	Joh	12	16
3453	Joh	12	17
3454	Joh	12	18
3455	Joh	12	19
3456	Joh	12	20
3457	Joh	12	21
3458	Joh	12	22
3459	Joh	12	23
3460	Joh	12	24
3461	Joh	12	25
3462	Joh	12	26
3463	Joh	12	27
3464	Joh	12	28
3465	Joh	12	29
3466	Joh	12	30
3467	Joh	12	31
3468	Joh	12	32
3469	Joh	12	33
3470	Joh	12	34
3471	Joh	12	35
3472	Joh	12	36
3473	Joh	12	37
3474	Joh	12	38
3475	Joh	12	39
3476	Joh	12	40
3477	Joh	12	41
3478	Joh	12	42
3479	Joh	12	43
3480	Joh	12	44
3481	Joh	12	45
3482	Joh	12	46
3483	Joh	12	47
3484	Joh	12	48
3485	Joh	12	49
3486	Joh	12	50
3487	Joh	13	1
3488	Joh	13	2
3489	Joh	13	3
3490	Joh	13	4
3491	Joh	13	5
3492	Joh	13	6
3493	Joh	13	7
3494	Joh	13	8
3495	Joh	13	9
3496	Joh	13	10
3497	Joh	13	11
3498	Joh	13	12
3499	Joh	13	13
3500	Joh	13	14
3501	Joh	13	15
3502	Joh	13	16
3503	Joh	13	17
3504	Joh	13	18
3505	Joh	13	19
3506	Joh	13	20
3507	Joh	13	21
3508	Joh	13	22
3509	Joh	13	23
3510	Joh	13	24
3511	Joh	13	25
3512	Joh	13	26
3513	Joh	13	27
3514	Joh	13	28
3515	Joh	13	29
3516	Joh	13	30
3517	Joh	13	31
3518	Joh	13	32
3519	Joh	13	33
3520	Joh	13	34
3521	Joh	13	35
3522	Joh	13	36
3523	Joh	13	37
3524	Joh	13	38
3525	Joh	14	1
3526	Joh	14	2
3527	Joh	14	3
3528	Joh	14	4
3529	Joh	14	5
3530	Joh	14	6
3531	Joh	14	7
3532	Joh	14	8
3533	Joh	14	9
3534	Joh	14	10
3535	Joh	14	11
3536	Joh	14	12
3537	Joh	14	13
3538	Joh	14	14
3539	Joh	14	15
3540	Joh	14	16
3541	Joh	14	17
3542	Joh	14	18
3543	Joh	14	19
3544	Joh	14	20
3545	Joh	14	21
3546	Joh	14	22
3547	Joh	14	23
3548	Joh	14	24
3549	Joh	14	25
3550	Joh	14	26
3551	Joh	14	27
3552	Joh	14	28
3553	Joh	14	29
3554	Joh	14	30
3555	Joh	14	31
3556	Joh	15	1
3557	Joh	15	2
3558	Joh	15	3
3559	Joh	15	4
3560	Joh	15	5
3561	Joh	15	6
3562	Joh	15	7
3563	Joh	15	8
3564	Joh	15	9
3565	Joh	15	10
3566	Joh	15	11
3567	Joh	15	12
3568	Joh	15	13
3569	Joh	15	14
3570	Joh	15	15
3571	Joh	15	16
3572	Joh	15	17
3573	Joh	15	18
3574	Joh	15	19
3575	Joh	15	20
3576	Joh	15	21
3577	Joh	15	22
3578	Joh	15	23
3579	Joh	15	24
3580	Joh	15	25
3581	Joh	15	26
3582	Joh	15	27
3583	Joh	16	1
3584	Joh	16	2
3585	Joh	16	3
3586	Joh	16	4
3587	Joh	16	5
3588	Joh	16	6
3589	Joh	16	7
3590	Joh	16	8
3591	Joh	16	9
3592	Joh	16	10
3593	Joh	16	11
3594	Joh	16	12
3595	Joh	16	13
3596	Joh	16	14
3597	Joh	16	15
3598	Joh	16	16
3599	Joh	16	17
3600	Joh	16	18
3601	Joh	16	19
3602	Joh	16	20
3603	Joh	16	21
3604	Joh	16	22
3605	Joh	16	23
3606	Joh	16	24
3607	Joh	16	25
3608	Joh	16	26
3609	Joh	16	27
3610	Joh	16	28
3611	Joh	16	29
3612	Joh	16	30
3613	Joh	16	31
3614	Joh	16	32
3615	Joh	16	33
3616	Joh	17	1
3617	Joh	17	2
3618	Joh	17	3
3619	Joh	17	4
3620	Joh	17	5
3621	Joh	17	6
3622	Joh	17	7
3623	Joh	17	8
3624	Joh	17	9
3625	Joh	17	10
3626	Joh	17	11
3627	Joh	17	12
3628	Joh	17	13
3629	Joh	17	14
3630	Joh	17	15
3631	Joh	17	16
3632	Joh	17	17
3633	Joh	17	18
3634	Joh	17	19
3635	Joh	17	20
3636	Joh	17	21
3637	Joh	17	22
3638	Joh	17	23
3639	Joh	17	24
3640	Joh	17	25
3641	Joh	17	26
3642	Joh	18	1
3643	Joh	18	2
3644	Joh	18	3
3645	Joh	18	4
3646	Joh	18	5
3647	Joh	18	6
3648	Joh	18	7
3649	Joh	18	8
3650	Joh	18	9
3651	Joh	18	10
3652	Joh	18	11
3653	Joh	18	12
3654	Joh	18	13
3655	Joh	18	14
3656	Joh	18	15
3657	Joh	18	16
3658	Joh	18	17
3659	Joh	18	18
3660	Joh	18	19
3661	Joh	18	20
3662	Joh	18	21
3663	Joh	18	22
3664	Joh	18	23
3665	Joh	18	24
3666	Joh	18	25
3667	Joh	18	26
3668	Joh	18	27
3669	Joh	18	28
3670	Joh	18	29
3671	Joh	18	30
3672	Joh	18	31
3673	Joh	18	32
3674	Joh	18	33
3675	Joh	18	34
3676	Joh	18	35
3677	Joh	18	36
3678	Joh	18	37
3679	Joh	18	38
3680	Joh	18	39
3681	Joh	18	40
3682	Joh	19	1
3683	Joh	19	2
3684	Joh	19	3
3685	Joh	19	4
3686	Joh	19	5
3687	Joh	19	6
3688	Joh	19	7
3689	Joh	19	8
3690	Joh	19	9
3691	Joh	19	10
3692	Joh	19	11
3693	Joh	19	12
3694	Joh	19	13
3695	Joh	19	14
3696	Joh	19	15
3697	Joh	19	16
3698	Joh	19	17
3699	Joh	19	18
3700	Joh	19	19
3701	Joh	19	20
3702	Joh	19	21
3703	Joh	19	22
3704	Joh	19	23
3705	Joh	19	24
3706	Joh	19	25
3707	Joh	19	26
3708	Joh	19	27
3709	Joh	19	28
3710	Joh	19	29
3711	Joh	19	30
3712	Joh	19	31
3713	Joh	19	32
3714	Joh	19	33
3715	Joh	19	34
3716	Joh	19	35
3717	Joh	19	36
3718	Joh	19	37
3719	Joh	19	38
3720	Joh	19	39
3721	Joh	19	40
3722	Joh	19	41
3723	Joh	19	42
3724	Joh	20	1
3725	Joh	20	2
3726	Joh	20	3
3727	Joh	20	4
3728	Joh	20	5
3729	Joh	20	6
3730	Joh	20	7
3731	Joh	20	8
3732	Joh	20	9
3733	Joh	20	10
3734	Joh	20	11
3735	Joh	20	12
3736	Joh	20	13
3737	Joh	20	14
3738	Joh	20	15
3739	Joh	20	16
3740	Joh	20	17
3741	Joh	20	18
3742	Joh	20	19
3743	Joh	20	20
3744	Joh	20	21
3745	Joh	20	22
3746	Joh	20	23
3747	Joh	20	24
3748	Joh	20	25
3749	Joh	20	26
3750	Joh	20	27
3751	Joh	20	28
3752	Joh	20	29
3753	Joh	20	30
3754	Joh	20	31
3755	Joh	21	1
3756	Joh	21	2
3757	Joh	21	3
3758	Joh	21	4
3759	Joh	21	5
3760	Joh	21	6
3761	Joh	21	7
3762	Joh	21	8
3763	Joh	21	9
3764	Joh	21	10
3765	Joh	21	11
3766	Joh	21	12
3767	Joh	21	13
3768	Joh	21	14
3769	Joh	21	15
3770	Joh	21	16
3771	Joh	21	17
3772	Joh	21	18
3773	Joh	21	19
3774	Joh	21	20
3775	Joh	21	21
3776	Joh	21	22
3777	Joh	21	23
3778	Joh	21	24
3779	Joh	21	25
3780	Act	1	1
3781	Act	1	2
3782	Act	1	3
3783	Act	1	4
3784	Act	1	5
3785	Act	1	6
3786	Act	1	7
3787	Act	1	8
3788	Act	1	9
3789	Act	1	10
3790	Act	1	11
3791	Act	1	12
3792	Act	1	13
3793	Act	1	14
3794	Act	1	15
3795	Act	1	16
3796	Act	1	17
3797	Act	1	18
3798	Act	1	19
3799	Act	1	20
3800	Act	1	21
3801	Act	1	22
3802	Act	1	23
3803	Act	1	24
3804	Act	1	25
3805	Act	1	26
3806	Act	2	1
3807	Act	2	2
3808	Act	2	3
3809	Act	2	4
3810	Act	2	5
3811	Act	2	6
3812	Act	2	7
3813	Act	2	8
3814	Act	2	9
3815	Act	2	10
3816	Act	2	11
3817	Act	2	12
3818	Act	2	13
3819	Act	2	14
3820	Act	2	15
3821	Act	2	16
3822	Act	2	17
3823	Act	2	18
3824	Act	2	19
3825	Act	2	20
3826	Act	2	21
3827	Act	2	22
3828	Act	2	23
3829	Act	2	24
3830	Act	2	25
3831	Act	2	26
3832	Act	2	27
3833	Act	2	28
3834	Act	2	29
3835	Act	2	30
3836	Act	2	31
3837	Act	2	32
3838	Act	2	33
3839	Act	2	34
3840	Act	2	35
3841	Act	2	36
3842	Act	2	37
3843	Act	2	38
3844	Act	2	39
3845	Act	2	40
3846	Act	2	41
3847	Act	2	42
3848	Act	2	43
3849	Act	2	44
3850	Act	2	45
3851	Act	2	46
3852	Act	2	47
3853	Act	3	1
3854	Act	3	2
3855	Act	3	3
3856	Act	3	4
3857	Act	3	5
3858	Act	3	6
3859	Act	3	7
3860	Act	3	8
3861	Act	3	9
3862	Act	3	10
3863	Act	3	11
3864	Act	3	12
3865	Act	3	13
3866	Act	3	14
3867	Act	3	15
3868	Act	3	16
3869	Act	3	17
3870	Act	3	18
3871	Act	3	19
3872	Act	3	20
3873	Act	3	21
3874	Act	3	22
3875	Act	3	23
3876	Act	3	24
3877	Act	3	25
3878	Act	3	26
3879	Act	4	1
3880	Act	4	2
3881	Act	4	3
3882	Act	4	4
3883	Act	4	5
3884	Act	4	6
3885	Act	4	7
3886	Act	4	8
3887	Act	4	9
3888	Act	4	10
3889	Act	4	11
3890	Act	4	12
3891	Act	4	13
3892	Act	4	14
3893	Act	4	15
3894	Act	4	16
3895	Act	4	17
3896	Act	4	18
3897	Act	4	19
3898	Act	4	20
3899	Act	4	21
3900	Act	4	22
3901	Act	4	23
3902	Act	4	24
3903	Act	4	25
3904	Act	4	26
3905	Act	4	27
3906	Act	4	28
3907	Act	4	29
3908	Act	4	30
3909	Act	4	31
3910	Act	4	32
3911	Act	4	33
