Lgg ,#,Word,Gloss,Occ,1st Occ,Root,Pic Root,Root Occ,1st Root Strongs,1st Root Hebrew,2nd Root Strongs,2nd Root Hebrew2,3rd Root Strongs,3rd Root Hebrew,Part of Speech,cl.Gk.eqt.,passages
H,1,אָב,'ab (awb) n-m.
1. father
{in a literal and immediate, or figurative and remote application}
[a primitive word. Compare names beginning with "Abi-"]
KJV: chief, (fore-)father(-less), X patrimony, principal. ',1210,1002024,אב,BA,1414,,,,,,,noun masc,'πατήρ, Ἀββᾶ',
A,2,אַב,'ab (ab) n-m.
1. father
[(Aramaic) corresponding to H1]
 Root(s): H1 ',9,26004015,אב,BA,1414,1,אב,,,,,noun masc,,
H,3,אֵב,' ''eb (abe) n-m.
1. a green plant
[from the same as H24]
KJV: greenness, fruit. 
Root(s): H24 ',2,18008012,אבב,BBA,13,24,אביב,,,,,noun masc,,
A,4,אֵב,'eb (abe) n-m.
1. fruit
[(Aramaic) corresponding to H3]
 Root(s): H3 ',3,27004012,אבב,BBA,13,3,אב,,,,,noun masc,,
H,5,אֲבַגתָּא,'Abagtha'' (ab-ag-thaw'') n/p.
1. Abagtha, a eunuch of Xerxes
[of foreign origin]
KJV: Abagtha. ',1,17001010,,,,,,,,,,name,,
H,6,אָבַד,'abad (aw-bad'') v.
1. (properly) to wander away, i.e. lose oneself
2. (by implication) to perish
3. (causative) to destroy
[a primitive root]
KJV: break, destroy(- uction), + not escape, fail, lose, (cause to, make) perish, spend, X and surely, take, be undone, X utterly, be void of, have no way to flee. ',185,2010007,אבד,DBA,207,,,,,,,verb,,
A,7,אֲבַד,'abad (ab-ad'') v.
1. destroy, perish
[(Aramaic) corresponding to H6]
 Root(s): H6 ',7,24010011,אבד,DBA,207,6,אבד,,,,,verb,,
H,8,אוֹבֵד,'obed (o-bade'') n-m.
1. (concretely) wretched
2. (abstractly) destruction
[active of participle of H6]
KJV: perish. 
Root(s): H6 ',2,4024020,אבד,DBA,207,6,אבד,,,,,noun masc,,
H,9,אֲבֵדָה,'abedah (ab-ay-daw'') n-f.
1. (concretely) something lost
2. (abstractly) destruction, i.e. Hades
[from H6]
KJV: lost. 
Root(s): H6 
Compare: H10 ',4,2022009,אבד,DBA,207,6,אבד,,,,,noun fem,,
H,10,אֲבַדּוֹה,'abaddoh (ab-ad-do'') n-f.
1. a perishing
[the same as H9, miswritten for H11]
KJV: destruction. 
Root(s): H9, H11 ',1,20027020,אבד,DBA,207,9,אבדה,11,אבדון,,,noun fem,,
H,11,אֲבַדּוֹן,'abaddown (ab-ad-done'') n/l.
1. (abstractly) a perishing
2. (concretely) Hades
[intensive from H6]
KJV: destruction. 
Root(s): H6 ',6,18026006,אבד,DBA,207,6,אבד,,,,,Name/l.,,
H,12,אַבדָּן,'abdan (ab-dawn'') n-m.
1. a perishing
[from H6]
KJV: destruction. 
Root(s): H6 ',1,17009005,אבד,DBA,207,6,אבד,,,,,noun masc,,
H,13,אָבדָּן,'obdan (ob-dawn'') n-m.
1. a perishing
[from H6]
KJV: destruction. 
Root(s): H6 ',1,17008006,אבד,DBA,207,6,אבד,,,,,noun masc,,
H,14,אָבָה,'abah (aw-baw'') v.
1. to breathe after
2. (figuratively) to be acquiescent
[a primitive root]
KJV: consent, rest content will, be willing. ',54,1024005,אבה,HBA,119,,,,,,,verb,,
H,15,אָבֶה,'abeh (aw-beh'') n-f.
1. longing
[from H14]
KJV: desire. 
Root(s): H14 ',1,18034036,אבה,HBA,119,14,אבה,,,,,noun fem,,
H,16,אֵבֶה,'ebeh (ay-beh'') n-m.
1. the papyrus
[from H14 (in the sense of bending toward)]
KJV: swift. 
Root(s): H14 ',1,18009026,אבה,HBA,119,14,אבה,,,,,noun masc,,
H,17,אֲבוֹי,'abowy (ab-o''ee) inj.
1. want
[from H14 (in the sense of desiring)]
KJV: sorrow. 
Root(s): H14 ',1,20023029,אבה,HBA,119,14,אבה,,,,,injunction,,
H,18,אֵבוּס,'ebuwc (ay-booce'') n-m.
1. a manger or stall
[from H75]
KJV: crib. 
Root(s): H75 ',3,18039009,אבס,SBA,5,75,אבס,,,,,noun masc,,
H,19,אִבחָה,'ibchah (ib-khaw'') n-f.
1. brandishing of a sword
[from an unused root (apparently meaning to turn)]
KJV: point. ',1,26021015,,,,,,,,,,noun fem,,
H,20,אֲבַטִּיַח,'abattiyach (ab-at-tee''-akh) n-m.
1. a melon (only plural)
[of uncertain derivation]
KJV: melon. ',1,4011005,,,,,,,,,,noun masc,,
H,21,אֲבִי,'Abiy (ab-ee'') n/p.
1. fatherly
2. Abi, Hezekiah''s mother
[from H1]
KJV: Abi. 
Root(s): H1 ',1,12018002,אב,BA,1414,1,אב,,,,,name,,
H,22,אֲבִיאֵל,'Abiy''el (ab-ee-ale'') n/p.
1. father (i.e. possessor) of God
2. Abiel, the name of two Israelites
[from H1 and H410]
